1300_1330vwap,935_940vwap,amount,direction,excutointime_13:00_vwap,excutointime_9:35_vwap,instrument,pnl_buy_935-940,pnl_buy_excutointime,pnl_sell_1300-1330,pnl_sell_excutointime,price,tradingday,tradingtime,volume
NaN,37.11396685,200386,BUY,NaN,37.10468775,000063.SZ,1.468000777,-1.032421436,NaN,NaN,37.10851852,20251215,09:39:01,5400
NaN,49.53946706,49556,BUY,NaN,49.55820921,000733.SZ,-3.337327421,0.445780615,NaN,NaN,49.556,20251215,09:39:02,1000
NaN,17.03964601,27318,BUY,NaN,17.05350508,000801.SZ,-20.01449298,-11.87141446,NaN,NaN,17.07375,20251215,09:39:01,1600
NaN,24.71203719,81552,BUY,NaN,24.71217532,000938.SZ,-0.279250564,-0.22335287,NaN,NaN,24.71272727,20251215,09:40:01,3300
NaN,45.79514357,77932,BUY,NaN,45.84950951,002025.SZ,-10.30881679,1.560882963,NaN,NaN,45.84235294,20251215,09:39:02,1700
NaN,37.2081898,22384,BUY,NaN,37.24947145,002046.SZ,-26.46644991,-15.35463805,NaN,NaN,37.30666667,20251215,09:39:01,600
NaN,76.23871908,45768,BUY,NaN,76.22491889,002049.SZ,-5.414691666,-7.226129198,NaN,NaN,76.28,20251215,09:39:01,600
NaN,18.70223749,22448,BUY,NaN,18.71354488,002104.SZ,-2.368258268,3.67552563,NaN,NaN,18.70666667,20251215,09:39:01,1200
NaN,31.33521772,113169,BUY,NaN,31.34907982,002151.SZ,-32.10943361,-27.67338428,NaN,NaN,31.43583333,20251215,09:39:01,3600
NaN,32.45856904,100610,BUY,NaN,32.45954919,002179.SZ,1.149260546,1.451184377,NaN,NaN,32.45483871,20251215,09:39:02,3100
NaN,18.15726473,7269,BUY,NaN,18.16937913,002268.SZ,-8.390730566,-1.717653198,NaN,NaN,18.1725,20251215,09:38:01,400
NaN,65.60477013,52506,BUY,NaN,65.56420115,002281.SZ,-4.226806876,-10.41709474,NaN,NaN,65.6325,20251215,09:39:01,800
NaN,53.6002759,42901,BUY,NaN,53.60105229,002338.SZ,-4.845889067,-4.700973459,NaN,NaN,53.62625,20251215,09:39:04,800
NaN,28.69266854,22951,BUY,NaN,28.69004739,002396.SZ,1.365693581,0.452208195,NaN,NaN,28.68875,20251215,09:39:01,800
NaN,8.060528915,80640,BUY,NaN,8.062957421,002405.SZ,-4.306274993,-1.293047671,NaN,NaN,8.064,20251215,09:39:29,10000
NaN,13.28049069,110543,BUY,NaN,13.30145981,002465.SZ,-28.57051712,-12.76094579,NaN,NaN,13.31843373,20251215,09:39:01,8300
NaN,32.64854163,22896,BUY,NaN,32.62632542,002544.SZ,-18.38667042,-25.20847927,NaN,NaN,32.70857143,20251215,09:39:01,700
NaN,11.08726106,31057,BUY,NaN,11.09634714,002583.SZ,-4.08095275,4.110746578,NaN,NaN,11.09178571,20251215,09:39:01,2800
NaN,43.06908101,8640,BUY,NaN,43.15516347,002881.SZ,-30.39744333,-10.38961039,NaN,NaN,43.2,20251215,09:36:01,200
NaN,39.61894144,7931,BUY,NaN,39.65733788,002929.SZ,-9.101343258,0.589521154,NaN,NaN,39.655,20251215,09:36:02,200
NaN,71.71492206,21581,BUY,NaN,71.95140946,003031.SZ,-30.92028834,2.048993638,NaN,NaN,71.93666667,20251215,09:37:01,300
1.387186056,NaN,2775733.8,SELL,1.387234013,NaN,159218.SZ,NaN,NaN,4.908091054,4.56222558,1.3878669,20251215,13:29:34,2000000
1.218678315,NaN,2441313.5,SELL,1.218713373,NaN,159583.SZ,NaN,NaN,16.23426721,15.94613387,1.22065675,20251215,13:29:37,2000000
NaN,16.54403234,69523,BUY,NaN,16.55336421,300036.SZ,-5.47804889,0.162487134,NaN,NaN,16.55309524,20251215,09:39:11,4200
NaN,23.87961029,55064,BUY,NaN,23.89193982,300045.SZ,-25.65338179,-20.47960422,NaN,NaN,23.94086957,20251215,09:39:01,2300
NaN,17.49061018,42205,BUY,NaN,17.51483479,300053.SZ,-54.20421982,-40.29833841,NaN,NaN,17.58541667,20251215,09:39:01,2400
NaN,17.947999,32357,BUY,NaN,17.96166308,300065.SZ,-15.66308717,-8.04381548,NaN,NaN,17.97611111,20251215,09:39:01,1800
NaN,5.19536662,18714,BUY,NaN,5.195989797,300079.SZ,-5.710305407,-4.510278574,NaN,NaN,5.198333333,20251215,09:39:45,3600
NaN,22.74022956,27383,BUY,NaN,22.74611129,300101.SZ,-34.7125394,-32.1177426,NaN,NaN,22.81916667,20251215,09:39:08,1200
NaN,36.183434,29035,BUY,NaN,36.23447193,300136.SZ,-30.48798466,-16.35957817,NaN,NaN,36.29375,20251215,09:39:01,800
NaN,574.9875215,344496,BUY,NaN,573.8783283,300308.SZ,14.39198998,-4.908213745,NaN,NaN,574.16,20251215,09:39:01,600
NaN,20.09407715,20128,BUY,NaN,20.12336957,300353.SZ,-16.88201217,-2.301023577,NaN,NaN,20.128,20251215,09:39:01,1000
NaN,211.9667887,169135,BUY,NaN,211.719976,300394.SZ,25.85493232,14.22756803,NaN,NaN,211.41875,20251215,09:39:01,800
NaN,26.89471046,37734,BUY,NaN,26.94750205,300455.SZ,-21.62011992,-1.98723034,NaN,NaN,26.95285714,20251215,09:39:02,1400
NaN,428.3508891,383338,BUY,NaN,427.063148,300502.SZ,56.49055545,26.50748304,NaN,NaN,425.9311111,20251215,09:39:01,900
NaN,141.8572866,56783,BUY,NaN,141.7814819,300548.SZ,-7.064379038,-12.41474442,NaN,NaN,141.9575,20251215,09:38:01,400
NaN,116.7521863,34949,BUY,NaN,116.5621589,300570.SZ,21.88564348,5.61865684,NaN,NaN,116.4966667,20251215,09:37:01,300
NaN,25.40831133,91553,BUY,NaN,25.40647794,300593.SZ,-9.082680645,-9.804958891,NaN,NaN,25.43138889,20251215,09:39:01,3600
NaN,168.5999379,67340,BUY,NaN,168.3462866,300620.SZ,14.82431898,-0.220580251,NaN,NaN,168.35,20251215,09:38:01,400
NaN,31.49045334,173294,BUY,NaN,31.51034052,300627.SZ,-5.57205568,0.742777056,NaN,NaN,31.508,20251215,09:39:01,5500
NaN,36.2886641,28992,BUY,NaN,36.27399347,300628.SZ,13.41027479,9.371306133,NaN,NaN,36.24,20251215,09:39:01,800
NaN,28.63705807,22886,BUY,NaN,28.64180975,300638.SZ,10.32161662,11.97890487,NaN,NaN,28.6075,20251215,09:39:01,800
NaN,98.22231694,39337,BUY,NaN,98.15955934,300672.SZ,-12.23582002,-18.63707067,NaN,NaN,98.3425,20251215,09:38:01,400
NaN,41.17150724,20605,BUY,NaN,41.19359756,300726.SZ,-9.349369467,-3.981793287,NaN,NaN,41.21,20251215,09:39:09,500
NaN,70.61961822,28181,BUY,NaN,70.44924534,300782.SZ,23.66456068,-0.461987001,NaN,NaN,70.4525,20251215,09:39:01,400
NaN,53.61236228,10713,BUY,NaN,53.55043165,300913.SZ,8.834208195,-2.720490736,NaN,NaN,53.565,20251215,09:36:01,200
NaN,81.23235565,16297,BUY,NaN,81.44102404,301165.SZ,-31.10144346,-5.399730628,NaN,NaN,81.485,20251215,09:36:01,200
NaN,158.0487478,15560,BUY,NaN,155.6407407,301205.SZ,154.9362352,2.617614164,NaN,NaN,155.6,20251215,09:35:01,100
2.924483183,NaN,2929118.5,SELL,2.925030697,NaN,515880.SH,NaN,NaN,15.8500397,13.97524948,2.9291185,20251215,13:29:37,1000000
NaN,21.13727605,40176,BUY,NaN,21.14470549,600105.SH,-3.778684582,-0.263740173,NaN,NaN,21.14526316,20251215,09:39:01,1900
NaN,8.503574457,9362,BUY,NaN,8.503440807,600198.SH,-8.625353426,-8.782661602,NaN,NaN,8.510909091,20251215,09:40:01,1100
NaN,20.68031811,66177,BUY,NaN,20.67529352,600487.SH,0.002710374,-2.427525251,NaN,NaN,20.6803125,20251215,09:39:01,3200
NaN,25.85784784,33616,BUY,NaN,25.84840002,600498.SH,-0.237333627,-3.892512994,NaN,NaN,25.85846154,20251215,09:39:01,1300
NaN,17.58711292,79092,BUY,NaN,17.59351954,600522.SH,6.318788454,9.957952575,NaN,NaN,17.576,20251215,09:39:01,4500
NaN,38.40401027,53766,BUY,NaN,38.39890895,600745.SH,-0.07172157,-1.400238579,NaN,NaN,38.40428571,20251215,09:39:04,1400
NaN,15.86977555,12740,BUY,NaN,15.89828121,600776.SH,-34.79850646,-16.80608543,NaN,NaN,15.925,20251215,09:39:01,800
NaN,60.05909,390117,BUY,NaN,60.04164073,601138.SH,6.841595045,3.937389216,NaN,NaN,60.018,20251215,09:39:01,6500
NaN,95.91108118,19144,BUY,NaN,95.59965123,601869.SH,19.92274243,-12.58882931,NaN,NaN,95.72,20251215,09:37:01,200
NaN,114.8771004,57407,BUY,NaN,114.7836308,603083.SH,5.492864543,-2.645774623,NaN,NaN,114.814,20251215,09:39:02,500
NaN,91.155681,27312,BUY,NaN,91.06305239,603236.SH,12.69048677,2.53147585,NaN,NaN,91.04,20251215,09:37:01,300
NaN,43.45434625,17373,BUY,NaN,43.42258256,603341.SH,5.027403497,-2.283935378,NaN,NaN,43.4325,20251215,09:39:01,400
NaN,20.42206111,16365,BUY,NaN,20.43056052,603712.SH,-16.74115372,-12.57404636,NaN,NaN,20.45625,20251215,09:39:08,800
NaN,67.63775132,60813,BUY,NaN,67.60419975,688036.SH,10.01679079,5.058819809,NaN,NaN,67.57,20251215,09:38:01,900
NaN,36.29816505,7264,BUY,NaN,36.30387876,688100.SH,-6.015443081,-4.44063935,NaN,NaN,36.32,20251215,09:35:05,200
NaN,25.95154959,5168,BUY,NaN,25.84997945,688182.SH,42.9837873,3.860525019,NaN,NaN,25.84,20251215,09:35:01,200
NaN,169.4199468,33624,BUY,NaN,168.7088824,688205.SH,76.72926788,34.9052412,NaN,NaN,168.12,20251215,09:35:02,200
NaN,101.4526562,50867.5,BUY,NaN,101.8961034,688313.SH,-27.83010414,15.81055405,NaN,NaN,101.735,20251215,09:36:01,500
NaN,8.203055873,18924.4,BUY,NaN,8.213180758,688387.SH,-30.40833435,-18.04324398,NaN,NaN,8.228,20251215,09:39:01,2300
NaN,36.61142429,153719,BUY,NaN,36.60679225,000063.SZ,3.185450135,1.920503973,NaN,NaN,36.5997619,20251212,09:40:01,4200
NaN,48.91212007,44030,BUY,NaN,48.93070472,000733.SZ,-2.065368174,1.733573615,NaN,NaN,48.92222222,20251212,09:39:08,900
NaN,16.37690862,22899,BUY,NaN,16.3868916,000801.SZ,12.50544176,18.58987703,NaN,NaN,16.35642857,20251212,09:39:13,1400
NaN,24.62439691,64061,BUY,NaN,24.64608137,000938.SZ,-5.867855977,2.935643801,NaN,NaN,24.63884615,20251212,09:39:02,2600
NaN,44.7688422,71602,BUY,NaN,44.79419916,002025.SZ,3.929563788,9.588107116,NaN,NaN,44.75125,20251212,09:39:04,1600
NaN,36.53784252,29276,BUY,NaN,36.58433421,002046.SZ,-15.64336379,-2.915397308,NaN,NaN,36.595,20251212,09:39:05,800
NaN,75.87511281,45573,BUY,NaN,75.96711876,002049.SZ,-10.52877414,1.595263469,NaN,NaN,75.955,20251212,09:39:01,600
NaN,31.83217237,120954,BUY,NaN,31.86132055,002151.SZ,0.682443395,9.83027274,NaN,NaN,31.83,20251212,09:39:04,3800
NaN,32.44950483,94254,BUY,NaN,32.50554733,002179.SZ,-15.98621547,1.282248672,NaN,NaN,32.50137931,20251212,09:39:02,2900
NaN,12.75646534,6374,BUY,NaN,12.76148767,002194.SZ,6.636121101,10.56903972,NaN,NaN,12.748,20251212,09:39:04,500
NaN,18.42066601,11071,BUY,NaN,18.43527139,002268.SZ,-16.82927985,-8.893430648,NaN,NaN,18.45166667,20251212,09:39:03,600
NaN,66.26656952,39899,BUY,NaN,66.43867141,002281.SZ,-34.9744696,-8.97999881,NaN,NaN,66.49833333,20251212,09:39:01,600
NaN,53.55489094,42883,BUY,NaN,53.62869619,002338.SZ,-9.123175048,4.651648974,NaN,NaN,53.60375,20251212,09:39:01,800
NaN,28.94135893,17428,BUY,NaN,28.99824495,002396.SZ,-36.38659002,-16.69815352,NaN,NaN,29.04666667,20251212,09:39:01,600
NaN,8.099579206,84304,BUY,NaN,8.101848552,002405.SZ,-8.117261225,-5.313964816,NaN,NaN,8.106153846,20251212,09:39:04,10400
NaN,13.49667584,105599,BUY,NaN,13.51008225,002465.SZ,-30.86500302,-20.9111144,NaN,NaN,13.53833333,20251212,09:39:01,7800
NaN,32.71309319,16352,BUY,NaN,32.70819736,002544.SZ,2.779680426,1.283273864,NaN,NaN,32.704,20251212,09:39:01,500
NaN,10.9060272,26198,BUY,NaN,10.9105603,002583.SZ,-8.991480531,-4.832959787,NaN,NaN,10.91583333,20251212,09:39:08,2400
NaN,43.88165039,8838,BUY,NaN,44.18280519,002881.SZ,-70.268463,-1.628417472,NaN,NaN,44.19,20251212,09:36:01,200
NaN,39.74920936,7972,BUY,NaN,39.8673444,002929.SZ,-27.87241322,1.842209069,NaN,NaN,39.86,20251212,09:36:14,200
NaN,72.74901676,14704,BUY,NaN,73.43794902,003031.SZ,-105.97851,-11.17283087,NaN,NaN,73.52,20251212,09:36:01,200
1.342985346,NaN,2687950.7,SELL,1.342953832,NaN,159218.SZ,NaN,NaN,7.37166739,7.606500019,1.34397535,20251212,13:29:40,2000000
1.233442108,NaN,2467869.1,SELL,1.233445462,NaN,159583.SZ,NaN,NaN,3.992424875,3.965216693,1.23393455,20251212,13:29:32,2000000
NaN,16.68710425,73484,BUY,NaN,16.68961188,300036.SZ,-8.272758031,-6.769008474,NaN,NaN,16.70090909,20251212,09:39:12,4400
NaN,24.74857648,51964,BUY,NaN,24.77018096,300045.SZ,1.541331604,10.26195727,NaN,NaN,24.7447619,20251212,09:39:01,2100
NaN,18.74339936,45018,BUY,NaN,18.76365409,300053.SZ,-7.522989223,3.279793854,NaN,NaN,18.7575,20251212,09:39:01,2400
NaN,5.268547509,20051,BUY,NaN,5.268558668,300079.SZ,-15.24412301,-15.22290931,NaN,NaN,5.276578947,20251212,09:40:01,3800
NaN,23.3027926,28012,BUY,NaN,23.32143222,300101.SZ,-17.39736909,-9.390980856,NaN,NaN,23.34333333,20251212,09:39:01,1200
NaN,34.89129482,27966,BUY,NaN,34.91381602,300136.SZ,-18.97469777,-12.51194613,NaN,NaN,34.9575,20251212,09:39:01,800
NaN,584.6356251,706514,BUY,NaN,586.0893334,300308.SZ,-70.57458306,-45.59600644,NaN,NaN,588.7616667,20251212,09:39:01,1200
NaN,24.3314611,19417,BUY,NaN,24.30852294,300342.SZ,24.74619143,15.33328076,NaN,NaN,24.27125,20251212,09:39:01,800
NaN,19.70835709,15800,BUY,NaN,19.739617,300353.SZ,-21.12956983,-5.25997834,NaN,NaN,19.75,20251212,09:39:04,800
NaN,214.3935725,129839,BUY,NaN,215.3271929,300394.SZ,-93.50843918,-49.74478196,NaN,NaN,216.3983333,20251212,09:39:01,600
NaN,17.44234584,6984,BUY,NaN,17.46865315,300416.SZ,-10.12143846,4.95353231,NaN,NaN,17.46,20251212,09:38:01,400
NaN,26.78066506,40239,BUY,NaN,26.81848552,300455.SZ,-16.92823444,-2.801978232,NaN,NaN,26.826,20251212,09:39:01,1500
NaN,427.4700469,558931,BUY,NaN,428.9271889,300502.SZ,-57.94268358,-23.7740614,NaN,NaN,429.9469231,20251212,09:39:01,1300
NaN,132.3915249,40080,BUY,NaN,133.963827,300548.SZ,-91.28039943,27.15859935,NaN,NaN,133.6,20251212,09:37:02,300
NaN,36.07731949,3639,BUY,NaN,36.375,300563.SZ,-86.66955273,-4.12371134,NaN,NaN,36.39,20251212,09:35:01,100
NaN,120.1470217,24259,BUY,NaN,121.6515505,300570.SZ,-95.54779368,29.30916155,NaN,NaN,121.295,20251212,09:36:01,200
NaN,24.76564278,94459,BUY,NaN,24.82977982,300593.SZ,-37.14371601,-11.21707957,NaN,NaN,24.85763158,20251212,09:39:01,3800
NaN,169.9177683,34622,BUY,NaN,173.7713356,300620.SZ,-187.86921,38.05780822,NaN,NaN,173.11,20251212,09:36:01,200
NaN,31.08126766,170797,BUY,NaN,31.10261389,300627.SZ,8.773020133,15.63016305,NaN,NaN,31.054,20251212,09:39:09,5500
NaN,35.17513325,24592,BUY,NaN,35.18306241,300628.SZ,12.42487817,14.67576496,NaN,NaN,35.13142857,20251212,09:39:01,700
NaN,28.21586357,16956,BUY,NaN,28.23573404,300638.SZ,-15.64241837,-8.594060313,NaN,NaN,28.26,20251212,09:39:03,600
NaN,102.0391916,40871,BUY,NaN,102.1617819,300672.SZ,-13.55444208,-1.538549477,NaN,NaN,102.1775,20251212,09:38:19,400
NaN,41.69228074,16661,BUY,NaN,41.68247594,300726.SZ,9.541512545,7.191496218,NaN,NaN,41.6525,20251212,09:38:01,400
NaN,68.04714989,27233,BUY,NaN,68.09745366,300782.SZ,-5.194943729,2.195920021,NaN,NaN,68.0825,20251212,09:38:02,400
NaN,54.27802486,5497,BUY,NaN,54.97114286,300913.SZ,-127.4871625,0.207901288,NaN,NaN,54.97,20251212,09:35:01,100
NaN,81.71235975,8289,BUY,NaN,83.01208641,301165.SZ,-144.1202111,14.707064,NaN,NaN,82.89,20251212,09:35:34,100
NaN,146.4140063,14555,BUY,NaN,145.7885648,301205.SZ,59.01117952,16.36375357,NaN,NaN,145.55,20251212,09:35:01,100
NaN,13.9892132,2803,BUY,NaN,14.00830128,301339.SZ,-18.43334694,-4.781963076,NaN,NaN,14.015,20251212,09:36:01,200
2.976833035,NaN,2981766.2,SELL,2.976823506,NaN,515880.SH,NaN,NaN,16.5718574,16.60392163,2.9817662,20251212,13:29:24,1000000
NaN,20.25307182,32499,BUY,NaN,20.27697826,600105.SH,-29.03420554,-17.21002932,NaN,NaN,20.311875,20251212,09:39:04,1600
NaN,8.800969881,7936,BUY,NaN,8.800969881,600198.SH,-19.09777766,-19.09777766,NaN,NaN,8.817777778,20251212,09:40:01,900
NaN,20.60925779,57834,BUY,NaN,20.6407726,600487.SH,-22.19497981,-6.892864059,NaN,NaN,20.655,20251212,09:39:01,2800
NaN,25.32203825,27903,BUY,NaN,25.34181032,600498.SH,-17.50466754,-9.688857489,NaN,NaN,25.36636364,20251212,09:39:08,1100
NaN,17.15477383,65221,BUY,NaN,17.17358658,600522.SH,-5.040708442,5.919277595,NaN,NaN,17.16342105,20251212,09:39:03,3800
NaN,38.36533547,46069,BUY,NaN,38.40572061,600745.SH,-6.64606932,3.876317368,NaN,NaN,38.39083333,20251212,09:39:03,1200
NaN,61.02464271,343264.42,BUY,NaN,61.22090299,601138.SH,-44.66640662,-12.46549187,NaN,NaN,61.29721786,20251212,09:39:01,5600
NaN,102.0028517,20342,BUY,NaN,101.5583607,601869.SH,28.71015054,-14.93125031,NaN,NaN,101.71,20251212,09:36:06,200
NaN,117.3392211,46968,BUY,NaN,118.1509679,603083.SH,-6.884216893,61.86727744,NaN,NaN,117.42,20251212,09:38:01,400
NaN,89.32466483,26910,BUY,NaN,89.64620432,603236.SH,-42.01920799,-6.000887223,NaN,NaN,89.7,20251212,09:37:06,300
NaN,43.0577033,12966,BUY,NaN,43.23809524,603341.SH,-37.69283692,4.185022026,NaN,NaN,43.22,20251212,09:37:01,300
NaN,21.05384299,12660,BUY,NaN,21.08334632,603712.SH,-21.92331969,-7.898975082,NaN,NaN,21.1,20251212,09:39:04,600
NaN,65.36885856,39232,BUY,NaN,65.4536909,688036.SH,-2.724249237,10.23994774,NaN,NaN,65.38666667,20251212,09:37:01,600
NaN,35.60287056,7130,BUY,NaN,35.68259386,688100.SH,-13.23753832,9.134385462,NaN,NaN,35.65,20251212,09:35:03,200
NaN,25.82837367,5194,BUY,NaN,25.97266881,688182.SH,-54.83362263,1.027545652,NaN,NaN,25.97,20251212,09:35:03,200
NaN,8.303280587,15770,BUY,NaN,8.306320819,688387.SH,3.950952305,7.609649688,NaN,NaN,8.3,20251212,09:39:01,1900
NaN,39.63068228,166668,BUY,NaN,39.65771535,000063.SZ,-13.16526907,-6.339697342,NaN,NaN,39.68285714,20251211,09:39:01,4200
NaN,49.00377333,44080,BUY,NaN,49.00472945,000733.SZ,5.304806302,5.499810766,NaN,NaN,48.97777778,20251211,09:39:09,900
NaN,16.52797103,23123,BUY,NaN,16.52874307,000801.SZ,6.983588315,7.450355975,NaN,NaN,16.51642857,20251211,09:39:01,1400
NaN,25.2574391,65711,BUY,NaN,25.26263282,000938.SZ,-6.343651243,-4.286455127,NaN,NaN,25.27346154,20251211,09:39:11,2600
NaN,45.46559863,72769,BUY,NaN,45.46775768,002025.SZ,-3.304998788,-2.829987074,NaN,NaN,45.480625,20251211,09:39:01,1600
NaN,37.65358005,30053,BUY,NaN,37.63561208,002046.SZ,23.19302618,18.42990731,NaN,NaN,37.56625,20251211,09:39:01,800
NaN,77.23785819,46369,BUY,NaN,77.24818151,002049.SZ,-5.671892346,-4.334750562,NaN,NaN,77.28166667,20251211,09:39:01,600
NaN,32.22612482,122237,BUY,NaN,32.22845397,002151.SZ,18.15087664,18.87226457,NaN,NaN,32.16763158,20251211,09:39:01,3800
NaN,33.36578469,96782,BUY,NaN,33.36369486,002179.SZ,-2.193491049,-2.820009046,NaN,NaN,33.37310345,20251211,09:39:03,2900
NaN,12.84715055,6427,BUY,NaN,12.84892854,002194.SZ,-5.331494487,-3.946987368,NaN,NaN,12.854,20251211,09:39:03,500
NaN,18.66901507,11200,BUY,NaN,18.66608689,002268.SZ,1.257912997,-0.310604035,NaN,NaN,18.66666667,20251211,09:39:08,600
NaN,67.20492316,40409,BUY,NaN,67.23707194,002281.SZ,-21.33923687,-16.54762638,NaN,NaN,67.34833333,20251211,09:39:01,600
NaN,54.89305233,43985,BUY,NaN,54.94019617,002338.SZ,-16.06718241,-7.472457644,NaN,NaN,54.98125,20251211,09:39:03,800
NaN,29.8853757,17964,BUY,NaN,29.89356182,002396.SZ,-18.27793538,-15.53450743,NaN,NaN,29.94,20251211,09:39:02,600
NaN,8.401378216,87299,BUY,NaN,8.402247989,002405.SZ,8.621919027,9.656194398,NaN,NaN,8.394134615,20251211,09:39:11,10400
NaN,13.68007689,106432,BUY,NaN,13.68340141,002465.SZ,25.54713878,27.97053156,NaN,NaN,13.64512821,20251211,09:39:01,7800
NaN,31.92390822,15934,BUY,NaN,31.92636364,002544.SZ,17.51296255,18.28070275,NaN,NaN,31.868,20251211,09:39:01,500
NaN,11.11294299,26708,BUY,NaN,11.11246961,002583.SZ,-13.84902253,-14.27560266,NaN,NaN,11.12833333,20251211,09:40:01,2400
NaN,44.79720989,8983,BUY,NaN,44.87633277,002881.SZ,-26.29407235,-8.6163976,NaN,NaN,44.915,20251211,09:36:04,200
NaN,40.57127558,8122,BUY,NaN,40.60311579,002929.SZ,-9.544788181,-1.695488238,NaN,NaN,40.61,20251211,09:36:03,200
NaN,73.70410852,14651,BUY,NaN,73.24823069,003031.SZ,60.9339866,-0.924159821,NaN,NaN,73.255,20251211,09:36:01,200
1.338187962,NaN,2675813.2,SELL,1.338254827,NaN,159218.SZ,NaN,NaN,-2.10256003,-2.602099823,1.3379066,20251211,13:29:46,2000000
1.250070791,NaN,2501653,SELL,1.250067307,NaN,159583.SZ,NaN,NaN,6.045329808,6.07321787,1.2508265,20251211,13:29:38,2000000
NaN,17.01209134,74734,BUY,NaN,17.00941893,300036.SZ,15.92475568,14.35612414,NaN,NaN,16.985,20251211,09:39:18,4400
NaN,24.93773881,52202,BUY,NaN,24.94759509,300045.SZ,31.93696736,35.87514129,NaN,NaN,24.85809524,20251211,09:39:01,2100
NaN,18.72098426,44593,BUY,NaN,18.673796,300053.SZ,75.0855796,50.00554469,NaN,NaN,18.58041667,20251211,09:39:01,2400
NaN,5.325239041,20247,BUY,NaN,5.325116438,300079.SZ,-5.481168484,-5.711530285,NaN,NaN,5.328157895,20251211,09:40:01,3800
NaN,23.46235412,28104,BUY,NaN,23.4628786,300101.SZ,18.05194874,18.27507996,NaN,NaN,23.42,20251211,09:39:01,1200
NaN,35.17717638,28075,BUY,NaN,35.15053486,300136.SZ,23.71605239,16.15476306,NaN,NaN,35.09375,20251211,09:39:07,800
NaN,616.6242176,742165,BUY,NaN,617.0286533,300308.SZ,-29.94718159,-23.37298397,NaN,NaN,618.4708333,20251211,09:39:02,1200
NaN,22.80958487,18230,BUY,NaN,22.82619381,300342.SZ,9.682276815,16.95149442,NaN,NaN,22.7875,20251211,09:39:01,800
NaN,20.16341107,16136,BUY,NaN,20.16603769,300353.SZ,-3.267767355,-1.964843262,NaN,NaN,20.17,20251211,09:39:01,800
NaN,228.0921715,137720,BUY,NaN,228.3642168,300394.SZ,-63.18330841,-51.19525959,NaN,NaN,229.5333333,20251211,09:39:01,600
NaN,17.61777091,7047,BUY,NaN,17.58775771,300416.SZ,0.15376938,-16.91079358,NaN,NaN,17.6175,20251211,09:38:02,400
NaN,27.64794571,41382,BUY,NaN,27.6786583,300455.SZ,21.68179571,32.75386508,NaN,NaN,27.588,20251211,09:39:01,1500
NaN,430.3840483,560236,BUY,NaN,430.719932,300502.SZ,-13.16779636,-5.359335161,NaN,NaN,430.9507692,20251211,09:39:01,1300
NaN,139.2080801,42083,BUY,NaN,140.3713399,300548.SZ,-76.76181897,6.744487499,NaN,NaN,140.2766667,20251211,09:37:02,300
NaN,36.59612913,3636,BUY,NaN,36.38639098,300563.SZ,64.5229793,7.252980231,NaN,NaN,36.36,20251211,09:35:03,100
NaN,124.1296142,25103,BUY,NaN,125.4741526,300570.SZ,-111.6079999,-3.255443793,NaN,NaN,125.515,20251211,09:36:01,200
NaN,25.49064969,96758,BUY,NaN,25.50677074,300593.SZ,10.99152373,17.30488117,NaN,NaN,25.46263158,20251211,09:39:01,3800
NaN,177.027865,35703,BUY,NaN,179.0495954,300620.SZ,-84.00569909,29.85739124,NaN,NaN,178.515,20251211,09:36:01,200
NaN,31.02177966,170610,BUY,NaN,31.01390258,300627.SZ,0.573681148,-1.966029395,NaN,NaN,31.02,20251211,09:39:01,5500
NaN,34.89064423,24403,BUY,NaN,34.89022825,300628.SZ,8.373494599,8.254368085,NaN,NaN,34.86142857,20251211,09:39:01,700
NaN,29.04869647,17447,BUY,NaN,29.06421726,300638.SZ,-10.20247555,-4.856858195,NaN,NaN,29.07833333,20251211,09:39:01,600
NaN,105.1252173,41978,BUY,NaN,105.2264186,300672.SZ,17.14310965,26.744097,NaN,NaN,104.945,20251211,09:38:01,400
NaN,42.30004623,16906,BUY,NaN,42.35076204,300726.SZ,8.285151806,20.25041288,NaN,NaN,42.265,20251211,09:38:01,400
NaN,69.86254814,27970,BUY,NaN,69.87624636,300782.SZ,-8.939247569,-6.977140271,NaN,NaN,69.925,20251211,09:38:01,400
NaN,55.52660875,5559,BUY,NaN,55.62919831,300913.SZ,-11.41637408,7.046355767,NaN,NaN,55.59,20251211,09:35:03,100
NaN,85.25309578,8605,BUY,NaN,86.12464286,301165.SZ,-93.475107,8.666840833,NaN,NaN,86.05,20251211,09:35:01,100
NaN,136.1346517,13736,BUY,NaN,137.5462389,301205.SZ,-90.01002114,13.54009673,NaN,NaN,137.36,20251211,09:35:01,100
NaN,14.16708621,2833,BUY,NaN,14.16164557,301339.SZ,1.472573023,-2.368672739,NaN,NaN,14.165,20251211,09:37:01,200
3.010514426,NaN,3012672.1,SELL,3.010508919,NaN,515880.SH,NaN,NaN,7.167125682,7.185433928,3.0126721,20251211,13:29:43,1000000
NaN,21.03999998,33664,BUY,NaN,21.03999998,600105.SH,-8.53582E-06,-1.0701E-05,NaN,NaN,21.04,20251211,09:57:10,1600
NaN,8.622656196,7766,BUY,NaN,8.623000988,600198.SH,-7.228274541,-6.828134568,NaN,NaN,8.628888889,20251211,09:39:01,900
NaN,28.78797085,5773,BUY,NaN,28.8533125,600345.SH,-26.75740746,-4.050661428,NaN,NaN,28.865,20251211,09:36:04,200
