Exchange,Instrument,Time,Last,AskPrice,BidPrice,AskVolume,BidVolume,Volume
0,601607.SH,93815000,167500,"[167600, 167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500]","[167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600]","[12200, 25200, 24100, 7900, 6700, 1200, 8300, 800, 11600, 9300]","[800, 200, 4000, 9900, 21000, 22200, 1800, 2900, 6500, 13100]",782000
0,601607.SH,93818000,167600,"[167600, 167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500]","[167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600]","[13200, 25200, 24100, 7900, 6700, 1200, 8300, 800, 11600, 9300]","[1100, 200, 4000, 9900, 21000, 18300, 1800, 2900, 6500, 13100]",782600
0,601607.SH,93821000,167600,"[167500, 167600, 167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400]","[167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600, 166500, 166400]","[1500, 17000, 25200, 24100, 7900, 6700, 1200, 8300, 800, 11600]","[4100, 9900, 21000, 18300, 1800, 2900, 6500, 13100, 26400, 3300]",784800
0,601607.SH,93824000,167500,"[167500, 167600, 167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400]","[167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600, 166500, 166400]","[700, 17000, 25200, 24100, 7900, 6700, 1200, 8300, 800, 11600]","[4100, 9900, 21000, 18300, 1800, 2900, 6500, 13100, 26400, 3300]",786200
0,601607.SH,93827000,167500,"[167500, 167600, 167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400]","[167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600, 166500]","[1800, 17000, 25200, 24100, 7900, 6700, 1200, 8300, 800, 11600]","[9100, 4100, 9900, 21000, 18300, 1800, 2900, 6500, 13100, 26400]",786700
0,601607.SH,93830000,167500,"[167500, 167600, 167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400]","[167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600, 166500]","[1800, 17000, 25200, 24100, 7900, 6700, 1200, 8300, 800, 11600]","[9400, 4100, 9900, 21000, 18300, 1800, 2900, 6500, 13100, 26400]",786700
0,601607.SH,93833000,167500,"[167500, 167600, 167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400]","[167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600, 166500]","[1400, 13700, 25200, 24100, 7900, 6700, 1200, 8300, 800, 11600]","[9400, 4100, 9900, 21000, 18300, 1800, 2900, 6500, 13100, 26400]",787600
0,601607.SH,93836000,167400,"[167600, 167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500]","[167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600, 166500]","[14400, 25200, 23700, 7900, 6700, 1200, 8300, 800, 11600, 9900]","[5900, 3800, 9900, 21000, 18300, 1800, 2900, 6500, 13100, 26400]",793400
0,601607.SH,93839000,167400,"[167500, 167600, 167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400]","[167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600, 166500]","[400, 14400, 24200, 23700, 7900, 6700, 1200, 8300, 800, 11600]","[6700, 4200, 9900, 21000, 18300, 1800, 2900, 6500, 13100, 26400]",794600
0,601607.SH,93842000,167400,"[167500, 167600, 167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400]","[167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600, 166500]","[400, 14400, 24200, 23700, 7900, 6700, 1200, 8300, 800, 11600]","[11500, 4200, 10200, 21000, 18300, 1800, 2900, 6500, 13100, 26400]",795300
0,601607.SH,93845000,167500,"[167500, 167600, 167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400]","[167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600, 166500]","[1000, 14400, 24200, 23700, 7900, 6700, 1200, 8300, 800, 11600]","[16500, 4200, 10200, 21000, 18300, 1800, 2900, 6500, 13100, 26400]",796400
0,601607.SH,93848000,167600,"[167600, 167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500]","[167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600]","[12700, 24200, 23700, 7900, 6700, 1200, 8300, 800, 11600, 9900]","[3700, 15100, 4200, 10200, 21000, 18300, 1800, 2900, 6500, 13100]",799200
0,601607.SH,93851000,167600,"[167600, 167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500]","[167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600]","[12100, 24200, 24700, 7900, 6700, 1200, 8300, 800, 11600, 9900]","[7700, 14800, 3900, 10200, 21000, 18300, 1800, 2900, 6500, 13100]",799800
0,601607.SH,93854000,167600,"[167600, 167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500]","[167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600]","[9200, 24200, 24700, 7900, 6700, 1200, 8300, 800, 11600, 9900]","[9600, 10600, 3900, 10200, 21000, 18300, 1800, 2900, 6500, 13100]",802700
0,601607.SH,93857000,167700,"[167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600]","[167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600]","[23800, 24700, 7900, 6700, 1200, 8300, 800, 11600, 9900, 200]","[4800, 10300, 3900, 10000, 21000, 18300, 1800, 2900, 6500, 13100]",817900
0,601607.SH,93900000,167500,"[167600, 167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500]","[167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600]","[3900, 23800, 24700, 7900, 6700, 1300, 8300, 800, 11600, 9900]","[5900, 10300, 4100, 10000, 21000, 17100, 1800, 2900, 6500, 13100]",817900
0,601607.SH,93903000,167700,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700]","[22600, 7900, 6700, 1300, 8300, 800, 11600, 9900, 200, 6300]","[12400, 6400, 10300, 4100, 10000, 21000, 17100, 1800, 2900, 6500]",858000
0,601607.SH,93906000,167800,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700]","[12200, 7900, 6700, 1300, 8300, 800, 11600, 9900, 200, 6300]","[16400, 4200, 10300, 4100, 7200, 18400, 17100, 1800, 2900, 6500]",859000
0,601607.SH,93909000,167800,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[10800, 7900, 6700, 1300, 8300, 800, 11600, 9900, 200, 6300]","[18800, 1200, 4200, 10300, 4100, 2800, 18400, 17100, 1800, 2900]",861000
0,601607.SH,93912000,167800,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[10900, 7900, 6700, 1300, 8300, 800, 11600, 9900, 200, 6300]","[19200, 17600, 3900, 10300, 4100, 2100, 18400, 17100, 1800, 2900]",861200
0,601607.SH,93915000,167800,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[6300, 7900, 6600, 1300, 9300, 800, 11600, 9900, 200, 6300]","[17700, 17600, 3900, 10300, 4100, 2100, 18400, 17100, 1800, 2900]",867700
0,601607.SH,93918000,167700,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[4200, 7900, 6600, 2300, 9300, 800, 11600, 9900, 200, 6300]","[600, 17600, 2900, 10300, 4100, 2100, 18400, 17100, 1800, 2900]",885400
0,601607.SH,93921000,167700,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[4200, 7900, 6600, 2300, 9300, 800, 11600, 9900, 200, 6700]","[500, 17600, 2900, 10300, 4100, 2100, 18400, 17100, 1700, 2900]",885800
0,601607.SH,93924000,167700,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[4200, 7900, 6600, 2300, 9300, 800, 11600, 9900, 200, 6700]","[300, 17600, 2900, 10300, 4100, 2100, 18400, 17100, 1700, 2800]",886000
0,601607.SH,93927000,167600,"[167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600]","[167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700]","[1600, 4200, 7900, 6600, 4400, 9300, 800, 11600, 9900, 200]","[16400, 2900, 10300, 4100, 2100, 18400, 17100, 1700, 2800, 6500]",889700
0,601607.SH,93930000,167700,"[167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600]","[167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700]","[1600, 4200, 7900, 6600, 4400, 9300, 800, 11600, 9900, 200]","[17500, 2900, 10300, 4100, 2100, 18400, 17100, 4700, 2800, 6500]",889700
0,601607.SH,93933000,167700,"[167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600]","[167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700]","[1300, 4200, 7900, 6600, 4400, 9300, 800, 11600, 9900, 200]","[17600, 2900, 10300, 4100, 2700, 18400, 17100, 4700, 2800, 6500]",890300
0,601607.SH,93936000,167700,"[167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600]","[167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700]","[3200, 4200, 7900, 6600, 4400, 9300, 800, 11600, 9900, 200]","[17900, 2800, 10300, 4100, 2700, 18400, 17100, 4700, 2800, 6500]",890800
0,601607.SH,93939000,167700,"[167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600]","[167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700]","[2900, 4200, 7900, 6600, 4400, 9300, 800, 11600, 9900, 200]","[18500, 2800, 10300, 4100, 2700, 18400, 17100, 4700, 2800, 6500]",891100
0,601607.SH,93942000,167600,"[167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600]","[167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700]","[3300, 5800, 7900, 6900, 4400, 10300, 10800, 11600, 9900, 200]","[19100, 2800, 10300, 4100, 2700, 18400, 17100, 4700, 2800, 6500]",892000
0,601607.SH,93945000,167600,"[167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600]","[167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700]","[3300, 5800, 7900, 6900, 4400, 10300, 10800, 11600, 9900, 200]","[17000, 2800, 10300, 4100, 2700, 18400, 17100, 4700, 2800, 6500]",894200
0,601607.SH,93948000,167700,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[6300, 7900, 6900, 4400, 10300, 10800, 11600, 9900, 200, 2700]","[400, 17000, 2800, 10000, 4100, 2700, 18400, 17100, 4700, 2800]",903800
0,601607.SH,93951000,167600,"[167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600]","[167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700]","[3100, 8000, 7900, 6900, 4400, 10300, 10800, 11600, 9900, 200]","[17000, 2800, 10000, 4100, 2700, 18400, 17100, 4700, 2800, 10800]",904600
0,601607.SH,93954000,167700,"[167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600]","[167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700]","[3000, 8000, 7900, 8900, 16600, 10300, 10800, 11600, 9900, 200]","[17000, 3000, 10000, 4100, 2700, 18400, 17000, 3500, 2800, 10800]",905400
0,601607.SH,93957000,167700,"[167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600]","[167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700]","[5800, 8000, 7900, 8900, 18600, 10300, 10800, 11600, 10100, 200]","[3700, 3000, 10000, 4100, 2700, 18400, 17000, 3500, 2800, 10800]",906300
0,601607.SH,94000000,167700,"[167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600]","[167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700]","[5100, 8000, 7900, 8900, 18600, 10300, 10800, 12600, 10100, 200]","[2200, 3000, 10000, 4100, 2700, 18400, 17000, 500, 2800, 10800]",909300
0,601607.SH,94003000,167700,"[167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600]","[167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600]","[8000, 8000, 8300, 8900, 18600, 10300, 10800, 12600, 10100, 200]","[3000, 10000, 4100, 2700, 18400, 17000, 400, 2800, 10800, 13100]",912200
0,601607.SH,94006000,167500,"[167600, 167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500]","[167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600]","[300, 5000, 8000, 8400, 8900, 18600, 10300, 10800, 12600, 10100]","[1900, 10100, 4100, 2700, 18400, 17000, 400, 2800, 10800, 13100]",913700
0,601607.SH,94009000,167700,"[167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600]","[167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700]","[3600, 7400, 8400, 8900, 18600, 10300, 10800, 12600, 10100, 200]","[900, 2000, 10100, 4100, 2700, 18400, 17000, 400, 2800, 10800]",916000
0,601607.SH,94012000,167700,"[167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600]","[167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700, 166600]","[6500, 7400, 8400, 8900, 18600, 10300, 10800, 12600, 10100, 200]","[3000, 10100, 4100, 2700, 18400, 17000, 400, 2800, 10800, 13100]",917200
0,601607.SH,94018000,167600,"[167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600]","[167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700]","[9700, 7400, 8400, 8900, 18600, 10300, 10800, 12600, 10100, 200]","[2300, 3000, 10100, 4100, 2700, 18400, 17000, 400, 2800, 10800]",917800
0,601607.SH,94021000,167600,"[167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600]","[167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700]","[10100, 8400, 8400, 8900, 18600, 10300, 10800, 12600, 10100, 200]","[2500, 3000, 10100, 4100, 2700, 18400, 17000, 400, 2800, 10800]",917900
0,601607.SH,94024000,167800,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[7300, 8400, 8900, 18600, 10300, 10800, 12600, 10100, 200, 2700]","[300, 200, 8100, 10100, 4100, 2700, 18400, 17000, 400, 2800]",933900
0,601607.SH,94027000,167700,"[167700, 167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600]","[167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800, 166700]","[3800, 5600, 8400, 8900, 18600, 10300, 10800, 12600, 10100, 200]","[1100, 7500, 10100, 4100, 2700, 18400, 17000, 400, 2800, 10800]",934800
0,601607.SH,94030000,167700,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[5500, 8400, 8900, 18600, 10300, 10800, 12600, 10100, 200, 2700]","[1300, 12900, 7500, 10100, 4100, 2700, 18400, 17000, 400, 2800]",939200
0,601607.SH,94033000,167800,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[3500, 8400, 8900, 18600, 10300, 10800, 12600, 10100, 200, 2700]","[12200, 12900, 7500, 10100, 4100, 2700, 18400, 17000, 400, 2800]",941400
0,601607.SH,94036000,167800,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[10700, 8900, 8900, 18600, 10300, 10800, 12600, 10100, 200, 2700]","[17200, 13000, 7500, 10100, 4100, 2700, 18400, 17000, 400, 2800]",947500
0,601607.SH,94039000,167700,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[7600, 8900, 8900, 18600, 10300, 10800, 12600, 10100, 200, 2700]","[16500, 13000, 7500, 10100, 4100, 2700, 18400, 17000, 400, 2800]",951200
0,601607.SH,94042000,167800,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[8800, 8900, 8900, 18600, 10300, 10800, 12600, 10100, 200, 2700]","[17900, 13000, 7900, 10100, 4100, 2700, 18400, 17000, 400, 2800]",953700
0,601607.SH,94045000,167800,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[7400, 8900, 9900, 18600, 10300, 10800, 12600, 10100, 200, 2700]","[17600, 13000, 7900, 10100, 4100, 2700, 18400, 17000, 400, 2800]",956100
0,601607.SH,94048000,167800,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[6600, 8900, 9900, 18600, 10300, 10800, 12600, 10100, 200, 2700]","[18200, 13000, 7900, 10100, 4100, 2700, 18400, 2000, 400, 2800]",956900
0,601607.SH,94051000,167800,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[5800, 8900, 9900, 18600, 10300, 10800, 12600, 10100, 500, 2700]","[17900, 13000, 7900, 10100, 4100, 2700, 18400, 2000, 400, 2800]",958300
0,601607.SH,94054000,167800,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[6000, 8900, 10900, 18600, 10300, 10800, 12600, 10100, 500, 2700]","[17900, 13300, 7900, 10100, 4100, 2700, 18400, 2000, 400, 2800]",959100
0,601607.SH,94057000,167800,"[167800, 167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[4600, 8500, 10900, 18600, 10300, 10800, 12600, 10100, 500, 2700]","[23000, 13300, 7900, 10100, 4100, 2700, 18400, 2000, 400, 2800]",960800
0,601607.SH,94100000,167800,"[167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800]","[167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900]","[8500, 10900, 18600, 10300, 10800, 12600, 10100, 500, 2700, 81700]","[5700, 19500, 13300, 7900, 10100, 4100, 2700, 18400, 2000, 400]",969900
0,601607.SH,94103000,167900,"[167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800]","[167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900]","[8900, 10900, 18600, 10300, 10800, 12600, 10100, 500, 2700, 81700]","[19100, 18900, 8400, 7900, 10100, 2400, 2700, 18400, 2000, 400]",972100
0,601607.SH,94106000,167800,"[167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800]","[167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900]","[8000, 10900, 18600, 10300, 10800, 12600, 10100, 500, 2700, 81700]","[22300, 18800, 7400, 7700, 10100, 2400, 2700, 15300, 2000, 400]",974900
0,601607.SH,94109000,167900,"[167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800]","[167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900]","[7100, 10900, 18600, 10300, 10800, 12600, 10100, 500, 2700, 81700]","[23000, 17800, 7400, 7700, 10100, 2400, 2600, 15300, 2000, 400]",975800
0,601607.SH,94112000,168000,"[168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800, 168900]","[167900, 167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000]","[9100, 18600, 10300, 10800, 12600, 10100, 500, 2700, 81700, 3100]","[400, 22900, 17900, 7400, 7700, 10100, 2400, 2600, 15300, 2000]",984700
0,601607.SH,94115000,167900,"[168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800, 168900]","[167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900]","[9000, 18600, 10300, 10900, 12600, 10100, 500, 2700, 81700, 3100]","[22500, 17900, 7300, 7700, 10100, 2400, 2600, 15300, 2000, 400]",986100
0,601607.SH,94118000,168000,"[168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800, 168900]","[167900, 167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000]","[8700, 18600, 10300, 10900, 12600, 9800, 500, 2700, 81700, 3100]","[15100, 23000, 17900, 7300, 7700, 10100, 2400, 2600, 15300, 2000]",987100
0,601607.SH,94121000,167900,"[168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800, 168900]","[167900, 167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000]","[6200, 18600, 10300, 11900, 12600, 9800, 500, 2700, 81700, 3100]","[27200, 23000, 7700, 4500, 7700, 6100, 2400, 2600, 15300, 2000]",993400
0,601607.SH,94124000,168000,"[168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800, 168900]","[167900, 167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000]","[7700, 18600, 10300, 11900, 12600, 9800, 500, 2700, 81700, 3100]","[28200, 23000, 3300, 4500, 2600, 6100, 2400, 2600, 15300, 2000]",997500
0,601607.SH,94127000,168000,"[168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800, 168900, 169000]","[168000, 167900, 167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100]","[18900, 10300, 11900, 12600, 9800, 500, 2700, 81700, 3100, 6200]","[3200, 28400, 23000, 3300, 4500, 2600, 6100, 2400, 2600, 15300]",1005400
0,601607.SH,94130000,168100,"[168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800, 168900, 169000]","[168000, 167900, 167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100]","[17300, 10300, 11900, 12600, 9800, 500, 2700, 81700, 3100, 6200]","[6500, 28400, 15700, 2900, 4500, 1400, 6100, 2400, 2600, 15300]",1011500
0,601607.SH,94133000,168000,"[168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800, 168900]","[167900, 167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000]","[5900, 15900, 10300, 12900, 12600, 9800, 500, 2700, 81700, 3100]","[28400, 15700, 2900, 4500, 1400, 6100, 2400, 2600, 15300, 2000]",1025400
0,601607.SH,94136000,168000,"[168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800, 168900]","[167900, 167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000]","[4800, 15400, 10300, 12900, 12600, 9800, 500, 2700, 81700, 3100]","[28200, 15700, 2900, 4500, 1400, 6100, 2400, 2600, 15300, 2000]",1027000
0,601607.SH,94139000,168000,"[168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800, 168900]","[167900, 167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000]","[3700, 15400, 10300, 12900, 12600, 9800, 500, 2700, 81700, 3100]","[28300, 15700, 3000, 4500, 1400, 6100, 2400, 2600, 15300, 2000]",1028100
0,601607.SH,94142000,168000,"[168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800, 168900]","[167900, 167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000]","[3400, 15400, 10300, 12900, 12600, 9800, 500, 2700, 81700, 3100]","[33200, 15700, 3000, 4500, 1400, 6100, 2400, 2600, 15300, 1900]",1029300
0,601607.SH,94145000,167900,"[168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800, 168900]","[167900, 167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000]","[2900, 15400, 10300, 12900, 12600, 9800, 500, 2700, 81700, 3100]","[32600, 15700, 3000, 4500, 1400, 6100, 2400, 2600, 15300, 1900]",1030400
0,601607.SH,94148000,168000,"[168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800, 168900]","[167900, 167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000]","[900, 15400, 10600, 12900, 12600, 9800, 500, 2700, 81700, 3100]","[31200, 15700, 3000, 4500, 1400, 6100, 2400, 2600, 15300, 1900]",1038400
0,601607.SH,94151000,168000,"[168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800, 168900]","[167900, 167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000]","[300, 15400, 10600, 12900, 12600, 15300, 500, 2700, 81700, 3100]","[31200, 11900, 3000, 4500, 1400, 6100, 2400, 2600, 15300, 1900]",1039400
0,601607.SH,94154000,167900,"[168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800, 168900]","[167900, 167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000]","[5100, 15400, 10600, 12900, 12600, 15300, 500, 2700, 81700, 3100]","[28400, 11900, 3000, 4500, 1400, 4900, 2400, 2600, 15300, 1900]",1042400
0,601607.SH,94157000,167900,"[168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800, 168900]","[167900, 167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000]","[5000, 15400, 10600, 12900, 12600, 15300, 500, 2700, 81700, 3100]","[25000, 11900, 3000, 4500, 1300, 4900, 2400, 2600, 15300, 1900]",1046400
0,601607.SH,94200000,167900,"[167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800]","[167800, 167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900]","[9000, 4400, 15400, 10600, 12900, 12600, 18300, 500, 2700, 81700]","[11000, 2800, 4500, 1300, 4900, 2400, 2600, 15300, 1900, 3400]",1073000
0,601607.SH,94203000,167700,"[167900, 168000, 168100, 168200, 168300, 168400, 168500, 168600, 168700, 168800]","[167700, 167600, 167500, 167400, 167300, 167200, 167100, 167000, 166900, 166800]","[10600, 4400, 15400, 10600, 12900, 12600, 18300, 500, 2700, 81700]","[7300, 3600, 1300, 4900, 2400, 2600, 15300, 1900, 3400, 2800]",1087200
