stock_code,trade_date,order_time,direction,volume,passive_price,passive_filled,market_price,final_price,final_amount,execution_type,latency_ms,trade_time
601607.SH,2024-01-02,2024-01-02 14:39:09,买入,300,16.95,True,,16.93,5079.0,PASSIVE,0.0,2024-01-02 14:39:09.000
601607.SH,2024-01-02,2024-01-02 14:40:09,买入,300,16.93,False,16.94,16.93,5079.0,MARKET,0.0,2024-01-02 14:41:09.000
601607.SH,2024-01-02,2024-01-02 14:41:09,买入,300,16.93,True,,16.93,5079.0,PASSIVE,0.0,2024-01-02 14:41:09.000
601607.SH,2024-01-02,2024-01-02 14:42:09,买入,300,16.91,True,,16.91,5073.0,PASSIVE,7150.0,2024-01-02 14:42:16.150
601607.SH,2024-01-02,2024-01-02 14:43:09,买入,300,16.91,False,16.91,16.9,5070.0,MARKET,0.0,2024-01-02 14:44:09.000
601607.SH,2024-01-02,2024-01-02 14:44:09,买入,300,16.9,True,,16.9,5070.0,PASSIVE,0.0,2024-01-02 14:44:09.000
601607.SH,2024-01-02,2024-01-02 14:45:09,买入,300,16.9,True,,16.9,5070.0,PASSIVE,21030.0,2024-01-02 14:45:30.030
601607.SH,2024-01-02,2024-01-02 14:46:09,买入,300,16.91,True,,16.91,5073.0,PASSIVE,17910.0,2024-01-02 14:46:26.910
601607.SH,2024-01-02,2024-01-02 14:47:09,买入,300,16.91,True,,16.91,5073.0,PASSIVE,44740.0,2024-01-02 14:47:53.740
601607.SH,2024-01-02,2024-01-02 14:48:09,买入,300,16.89,True,,16.89,5067.0,PASSIVE,7130.0,2024-01-02 14:48:16.130
601607.SH,2024-01-02,2024-01-02 14:49:09,买入,300,16.9,False,16.92,16.92,5076.000000000001,MARKET,0.0,2024-01-02 14:50:09.000
601607.SH,2024-01-02,2024-01-02 14:50:09,买入,300,16.91,True,,16.91,5073.0,PASSIVE,46720.0,2024-01-02 14:50:55.720
601607.SH,2024-01-02,2024-01-02 14:51:09,买入,300,16.91,True,,16.91,5073.0,PASSIVE,6100.0,2024-01-02 14:51:15.100
601607.SH,2024-01-02,2024-01-02 14:52:09,买入,300,16.9,False,16.91,16.91,5073.0,MARKET,0.0,2024-01-02 14:53:09.000
601607.SH,2024-01-02,2024-01-02 14:53:09,买入,300,16.9,False,16.92,16.92,5076.000000000001,MARKET,0.0,2024-01-02 14:54:09.000
601607.SH,2024-01-02,2024-01-02 14:54:09,买入,300,16.91,True,,16.91,5073.0,PASSIVE,7380.0,2024-01-02 14:54:16.380
601607.SH,2024-01-02,2024-01-02 14:55:09,买入,300,16.9,True,,16.9,5070.0,PASSIVE,6300.0,2024-01-02 14:55:15.300
601607.SH,2024-01-02,2024-01-02 14:56:27,买入,300,16.9,True,,16.9,5070.0,PASSIVE,9720.0,2024-01-02 14:56:36.720
