order_id,direction,volume,price,match_amount,order_time,trade_time,latency_ms,delta_position
PASSIVE_1304,B,300,16.93,5079.0,2024-01-02 14:41:09.000,2024-01-02 14:41:09.000,0.0,66600
PASSIVE_MKT_1305,B,300,16.93,5079.0,2024-01-02 14:41:09.000,2024-01-02 14:41:09.000,0.0,66900
PASSIVE_1306,B,300,16.91,5073.0,2024-01-02 14:42:09.000,2024-01-02 14:42:16.150,7150.0,67200
PASSIVE_1308,B,300,16.9,5070.0,2024-01-02 14:44:09.000,2024-01-02 14:44:09.000,0.0,67500
PASSIVE_MKT_1309,B,300,16.9,5070.0,2024-01-02 14:44:09.000,2024-01-02 14:44:09.000,0.0,67800
PASSIVE_1310,B,300,16.9,5070.0,2024-01-02 14:45:09.000,2024-01-02 14:45:30.030,21030.0,68100
PASSIVE_1311,B,300,16.91,5073.0,2024-01-02 14:46:09.000,2024-01-02 14:46:26.910,17910.0,68400
PASSIVE_1312,B,300,16.91,5073.0,2024-01-02 14:47:09.000,2024-01-02 14:47:53.740,44740.0,68700
PASSIVE_1313,B,300,16.89,5067.0,2024-01-02 14:48:09.000,2024-01-02 14:48:16.130,7130.0,69000
PASSIVE_MKT_1316,B,300,16.92,5076.000000000001,2024-01-02 14:50:09.000,2024-01-02 14:50:09.000,0.0,69300
PASSIVE_1315,B,300,16.91,5073.0,2024-01-02 14:50:09.000,2024-01-02 14:50:55.720,46720.0,69600
PASSIVE_1317,B,300,16.91,5073.0,2024-01-02 14:51:09.000,2024-01-02 14:51:15.100,6100.0,69900
PASSIVE_MKT_1320,B,300,16.91,5073.0,2024-01-02 14:53:09.000,2024-01-02 14:53:09.000,0.0,70200
PASSIVE_MKT_1322,B,300,16.92,5076.000000000001,2024-01-02 14:54:09.000,2024-01-02 14:54:09.000,0.0,70500
PASSIVE_1321,B,300,16.91,5073.0,2024-01-02 14:54:09.000,2024-01-02 14:54:16.380,7380.0,70800
PASSIVE_1323,B,300,16.9,5070.0,2024-01-02 14:55:09.000,2024-01-02 14:55:15.300,6300.0,71100
PASSIVE_1324,B,300,16.9,5070.0,2024-01-02 14:56:27.000,2024-01-02 14:56:36.720,9720.0,71400
