order_id,order_time,exchange,exchange_name,direction,direction_name,volume,price,ask1,bid1,delta_position
PASSIVE_MKT_1259,2024-01-02 14:07:09.000,0,上海,1,买入,300,16.96,16.95,16.92,56400
PASSIVE_1260,2024-01-02 14:08:09.000,0,上海,1,买入,300,16.95,16.94,16.92,56700
PASSIVE_1261,2024-01-02 14:09:09.000,0,上海,1,买入,300,16.95,16.95,16.92,57000
PASSIVE_1262,2024-01-02 14:10:09.000,0,上海,1,买入,300,16.96,16.96,16.92,57300
PASSIVE_1263,2024-01-02 14:11:09.000,0,上海,1,买入,300,16.96,16.97,16.96,57600
PASSIVE_1264,2024-01-02 14:12:09.000,0,上海,1,买入,300,16.96,16.95,16.92,57900
PASSIVE_1265,2024-01-02 14:13:09.000,0,上海,1,买入,300,16.95,16.95,16.92,58200
PASSIVE_1266,2024-01-02 14:14:09.000,0,上海,1,买入,300,16.94,16.94,16.92,58500
PASSIVE_1267,2024-01-02 14:15:09.000,0,上海,1,买入,300,16.95,16.95,16.92,58800
PASSIVE_1268,2024-01-02 14:16:09.000,0,上海,1,买入,300,16.94,16.94,16.92,59100
PASSIVE_1269,2024-01-02 14:17:09.000,0,上海,1,买入,300,16.94,16.94,16.92,59400
PASSIVE_1270,2024-01-02 14:18:09.000,0,上海,1,买入,300,16.94,16.94,16.92,59700
PASSIVE_1271,2024-01-02 14:19:09.000,0,上海,1,买入,300,16.93,16.94,16.92,60000
PASSIVE_1272,2024-01-02 14:20:09.000,0,上海,1,买入,300,16.93,16.94,16.92,60000
PASSIVE_MKT_1273,2024-01-02 14:20:09.000,0,上海,1,买入,300,16.94,16.94,16.92,60000
PASSIVE_1274,2024-01-02 14:21:09.000,0,上海,1,买入,300,16.94,16.94,16.92,60300
PASSIVE_MKT_1275,2024-01-02 14:21:09.000,0,上海,1,买入,300,16.95,16.94,16.92,60600
PASSIVE_1276,2024-01-02 14:22:09.000,0,上海,1,买入,300,16.94,16.95,16.92,60900
PASSIVE_1277,2024-01-02 14:23:09.000,0,上海,1,买入,300,16.94,16.94,16.92,60900
PASSIVE_MKT_1278,2024-01-02 14:23:09.000,0,上海,1,买入,300,16.95,16.94,16.92,61200
PASSIVE_1279,2024-01-02 14:24:09.000,0,上海,1,买入,300,16.94,16.94,16.92,61500
PASSIVE_1280,2024-01-02 14:25:09.000,0,上海,1,买入,300,16.93,16.93,16.92,61800
PASSIVE_1281,2024-01-02 14:26:09.000,0,上海,1,买入,300,16.93,16.94,16.92,62100
PASSIVE_1282,2024-01-02 14:27:09.000,0,上海,1,买入,300,16.93,16.94,16.92,62100
PASSIVE_MKT_1283,2024-01-02 14:27:09.000,0,上海,1,买入,300,16.94,16.94,16.92,62100
PASSIVE_1284,2024-01-02 14:28:09.000,0,上海,1,买入,300,16.92,16.93,16.92,62400
PASSIVE_MKT_1285,2024-01-02 14:28:09.000,0,上海,1,买入,300,16.93,16.93,16.92,62400
PASSIVE_1286,2024-01-02 14:29:09.000,0,上海,1,买入,300,16.92,16.93,16.92,62700
PASSIVE_MKT_1287,2024-01-02 14:29:09.000,0,上海,1,买入,300,16.93,16.93,16.92,62700
PASSIVE_1288,2024-01-02 14:30:09.000,0,上海,1,买入,300,16.93,16.93,16.92,63300
PASSIVE_1289,2024-01-02 14:31:09.000,0,上海,1,买入,300,16.93,16.94,16.92,63600
PASSIVE_1290,2024-01-02 14:32:09.000,0,上海,1,买入,300,16.94,16.95,16.92,63600
PASSIVE_MKT_1291,2024-01-02 14:32:09.000,0,上海,1,买入,300,16.95,16.95,16.92,63600
PASSIVE_1292,2024-01-02 14:33:09.000,0,上海,1,买入,300,16.95,16.95,16.92,63900
PASSIVE_MKT_1293,2024-01-02 14:33:09.000,0,上海,1,买入,300,16.96,16.95,16.92,64200
PASSIVE_1294,2024-01-02 14:34:09.000,0,上海,1,买入,300,16.93,16.93,16.92,64500
PASSIVE_1295,2024-01-02 14:35:09.000,0,上海,1,买入,300,16.93,16.94,16.92,64800
PASSIVE_1296,2024-01-02 14:36:09.000,0,上海,1,买入,300,16.94,16.94,16.92,64800
PASSIVE_MKT_1297,2024-01-02 14:36:09.000,0,上海,1,买入,300,16.95,16.94,16.92,65100
PASSIVE_1298,2024-01-02 14:37:09.000,0,上海,1,买入,300,16.93,16.94,16.92,65400
PASSIVE_1299,2024-01-02 14:38:09.000,0,上海,1,买入,300,16.92,16.93,16.92,65400
PASSIVE_MKT_1300,2024-01-02 14:38:09.000,0,上海,1,买入,300,16.93,16.93,16.92,65400
PASSIVE_1301,2024-01-02 14:39:09.000,0,上海,1,买入,300,16.95,16.93,16.92,65700
PASSIVE_MKT_1302,2024-01-02 14:39:09.000,0,上海,1,买入,300,16.96,16.93,16.92,66000
PASSIVE_1303,2024-01-02 14:40:09.000,0,上海,1,买入,300,16.93,16.94,16.92,66300
PASSIVE_1304,2024-01-02 14:41:09.000,0,上海,1,买入,300,16.93,16.93,16.92,66300
PASSIVE_MKT_1305,2024-01-02 14:41:09.000,0,上海,1,买入,300,16.94,16.93,16.92,66600
PASSIVE_1306,2024-01-02 14:42:09.000,0,上海,1,买入,300,16.91,16.92,16.91,66900
PASSIVE_1307,2024-01-02 14:43:09.000,0,上海,1,买入,300,16.91,16.92,16.91,67200
PASSIVE_1308,2024-01-02 14:44:09.000,0,上海,1,买入,300,16.9,16.9,16.89,67200
PASSIVE_MKT_1309,2024-01-02 14:44:09.000,0,上海,1,买入,300,16.91,16.9,16.89,67500
PASSIVE_1310,2024-01-02 14:45:09.000,0,上海,1,买入,300,16.9,16.91,16.9,67800
PASSIVE_1311,2024-01-02 14:46:09.000,0,上海,1,买入,300,16.91,16.92,16.91,68100
PASSIVE_1312,2024-01-02 14:47:09.000,0,上海,1,买入,300,16.91,16.92,16.91,68400
PASSIVE_1313,2024-01-02 14:48:09.000,0,上海,1,买入,300,16.89,16.9,16.89,68700
PASSIVE_1314,2024-01-02 14:49:09.000,0,上海,1,买入,300,16.9,16.92,16.9,69000
PASSIVE_1315,2024-01-02 14:50:09.000,0,上海,1,买入,300,16.91,16.92,16.91,69000
PASSIVE_MKT_1316,2024-01-02 14:50:09.000,0,上海,1,买入,300,16.92,16.92,16.91,69000
PASSIVE_1317,2024-01-02 14:51:09.000,0,上海,1,买入,300,16.91,16.92,16.91,69600
PASSIVE_1318,2024-01-02 14:52:09.000,0,上海,1,买入,300,16.9,16.91,16.9,69900
PASSIVE_1319,2024-01-02 14:53:09.000,0,上海,1,买入,300,16.9,16.91,16.9,69900
PASSIVE_MKT_1320,2024-01-02 14:53:09.000,0,上海,1,买入,300,16.91,16.91,16.9,69900
PASSIVE_1321,2024-01-02 14:54:09.000,0,上海,1,买入,300,16.91,16.92,16.91,70200
PASSIVE_MKT_1322,2024-01-02 14:54:09.000,0,上海,1,买入,300,16.92,16.92,16.91,70200
PASSIVE_1323,2024-01-02 14:55:09.000,0,上海,1,买入,300,16.9,16.91,16.9,70800
PASSIVE_1324,2024-01-02 14:56:27.000,0,上海,1,买入,300,16.9,16.91,16.9,71100
