Predicted,Real,Correct,StockCode,Date,File
29.12,29.05,False,300001.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:11
66.72,66.71,False,300776.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:58
19.5,19.35,False,300432.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:79
44.78,44.6,False,688516.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:94
12.13,12.1,False,688148.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:111
8.7,8.6,False,300393.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:225
58.0,57.95,False,688116.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:4574
45.7,45.34,False,300827.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:4620
27.15,27.23,False,688349.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:4636
15.72,15.71,False,688560.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:4653
68.5,68.41,False,688063.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:4671
67.57,67.45,False,300842.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:4693
17.82,17.81,False,688567.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:5689
183.0,182.54,False,300274.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:5760
57.6,57.55,False,688499.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:5809
27.28,27.3,False,300443.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:5827
65.68,65.45,False,688348.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:5843
139.0,138.0,False,688353.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:5902
388.38,388.0,False,300750.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:5957
47.49,47.52,False,300693.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:5974
37.13,37.1,False,688388.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:5989
32.61,32.8,False,301511.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:6068
30.89,30.85,False,688303.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:6092
202.51,202.0,False,300757.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:6187
17.2,17.15,False,300568.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:6211
100.94,100.4,False,688275.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:6241
85.7,85.53,False,300763.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:6256
29.39,29.38,False,300457.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:6279
57.48,57.4,False,300769.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:7744
23.8,23.85,False,688186.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:7897
114.43,113.0,False,688392.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:7913
48.69,48.68,False,300850.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:7936
17.96,17.93,False,300351.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:7974
34.77,34.78,False,300748.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:7994
62.59,62.58,False,301325.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:8009
26.95,26.8,False,300035.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:8053
46.33,46.35,False,688680.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:8086
30.4,33.0,False,301155.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:8470
21.22,21.21,False,300077.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:8507
62.1,62.16,False,301327.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:8521
16.82,16.76,False,688707.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:8556
38.76,38.73,False,301266.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:8611
62.29,62.3,False,300037.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:8637
65.93,65.92,False,688717.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:8653
70.0,70.01,False,688717.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:8668
5.7,5.65,False,688660.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:10103
17.67,17.5,False,688660.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:10169
31.74,31.7,False,688006.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:10209
15.38,15.37,False,300224.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:10225
9.03,9.01,False,688779.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:10340
16.18,16.1,False,688022.SH,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:10355
82.72,82.88,False,300014.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:10404
0.0,84.26,False,300953.SZ,2025-11-17,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-17.log:10435
47.09,47.2,False,600111.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:23
27.92,27.99,False,688573.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:1321
105.95,105.84,False,688392.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:6702
37.08,38.0,False,688005.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:7167
21.23,21.25,False,688599.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:8790
25.88,26.01,False,688518.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:10350
32.01,32.0,False,688006.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:10441
101.98,100.76,False,688275.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:10607
54.2,54.0,False,688559.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:12679
58.37,58.35,False,688499.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:12757
16.16,16.1,False,603659.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:12822
19.39,19.2,False,688472.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:13096
69.57,69.54,False,688122.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:15667
33.71,33.36,False,688733.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:15971
80.74,80.7,False,688778.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:16236
62.92,62.88,False,688155.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:16310
35.21,35.18,False,688339.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:35502
6.38,6.39,False,688223.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:35543
65.7,65.69,False,688348.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:36184
45.54,45.9,False,688680.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:49925
59.48,59.47,False,688147.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:50005
9.04,9.03,False,688303.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:50287
18.35,18.18,False,688707.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:50789
131.5,130.0,False,688353.SH,2025-11-18,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-18.log:51259
26.14,26.15,False,688573.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:15
6.1,6.11,False,688598.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:45
33.99,33.9,False,688005.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:568
17.0,16.99,False,688429.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:3845
18.17,18.11,False,688567.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:3871
55.06,55.24,False,688503.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:4050
30.53,30.5,False,688006.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:4082
90.3,90.98,False,688275.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:4260
54.39,55.14,False,688559.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:4376
18.48,18.42,False,688472.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:4532
33.0,33.11,False,688612.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:7752
41.58,41.6,False,688516.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:7777
83.38,83.41,False,688778.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:7895
63.7,63.1,False,688155.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:8126
44.81,44.9,False,688726.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:8169
32.42,32.41,False,688223.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:8233
63.02,62.05,False,688348.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:8558
11.45,11.49,False,600563.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:8720
37.52,37.5,False,688388.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:8916
8.36,8.38,False,688779.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:9112
16.89,16.8,False,688707.SH,2025-11-19,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-19.log:11114
24.92,25.01,False,688573.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:48744
102.5,101.99,False,688392.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:50097
54.43,54.39,False,688116.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:50122
36.02,35.8,False,688005.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:50313
59.33,59.2,False,688390.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:50626
17.55,17.52,False,603399.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:50980
54.84,54.5,False,688503.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:51163
55.99,55.87,False,688499.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:68510
15.42,15.41,False,688560.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:68580
16.01,16.0,False,688660.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:70433
68.8,68.9,False,688122.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:70524
41.2,41.13,False,688516.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:70657
29.52,29.5,False,688733.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:70690
79.65,78.98,False,688778.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:70752
62.46,62.1,False,688155.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:70955
11.11,11.09,False,688148.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:72771
37.22,37.5,False,688388.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:72968
61.27,61.3,False,688147.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:73017
29.91,29.87,False,688303.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:73288
22.59,22.5,False,688186.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:73454
115.0,114.77,False,688353.SH,2025-11-20,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-20.log:73560
15.27,15.28,False,601155.SH,2025-11-24,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-24.log:30239
0.0,113.24,False,300339.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:107
476.0,477.01,False,300308.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:4235
51.2,51.01,False,300598.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:4351
10.99,10.95,False,600487.SH,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:4433
0.0,115.96,False,600487.SH,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:4455
125.44,125.11,False,300620.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:9865
0.0,13.94,False,600996.SH,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:9948
0.0,47.61,False,600996.SH,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:14112
41.35,41.3,False,300458.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:19066
43.55,43.5,False,300418.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:19123
11.59,11.58,False,601098.SH,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:19176
43.0,42.14,False,301171.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:19311
0.0,71.51,False,300394.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:19336
146.8,146.66,False,300394.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:24123
28.46,28.4,False,300364.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:24265
302.0,303.0,False,300502.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:24345
321.02,321.0,False,300033.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:25629
48.0,47.95,False,301486.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:25684
75.74,75.73,False,301486.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:25697
45.68,45.35,False,300895.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:25715
79.99,79.9,False,300624.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:25760
6.11,6.1,False,300081.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:25886
54.68,55.2,False,301536.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:25948
10.86,10.82,False,300058.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:26298
64.45,64.46,False,688036.SH,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:26314
137.0,137.88,False,300857.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:26335
23.5,23.56,False,688182.SH,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:26352
11.27,11.22,False,300166.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:26370
6.74,6.73,False,688387.SH,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:27891
69.99,69.96,False,301165.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:27925
34.0,33.99,False,300628.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:27947
0.0,18.04,False,603444.SH,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:28093
19.85,19.7,False,301205.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:32315
115.0,115.2,False,301205.SZ,2025-11-25,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-25.log:32351
14.82,14.81,False,300252.SZ,2025-11-26,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-26.log:21
12.74,12.73,False,300252.SZ,2025-11-26,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-26.log:36
48.8,48.86,False,301236.SZ,2025-11-26,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-26.log:69
119.0,118.26,False,300548.SZ,2025-11-26,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-26.log:120
21.0,20.98,False,300229.SZ,2025-11-26,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-26.log:144
5.53,5.54,False,300223.SZ,2025-11-26,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-26.log:453
19.73,19.75,False,300212.SZ,2025-11-26,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-26.log:487
50.8,50.78,False,300598.SZ,2025-11-26,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-26.log:537
15.01,15.0,False,300188.SZ,2025-11-26,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-26.log:565
18.45,18.37,False,300170.SZ,2025-11-26,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-26.log:605
76.91,76.94,False,301486.SZ,2025-11-26,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-26.log:639
63.7,63.68,False,300496.SZ,2025-11-26,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-26.log:703
45.0,44.68,False,301171.SZ,2025-11-26,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-26.log:822
0.0,47.48,False,300394.SZ,2025-11-26,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-26.log:841
145.0,144.87,False,300394.SZ,2025-11-26,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-26.log:6272
475.23,475.2,False,300308.SZ,2025-11-26,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-26.log:6348
28.7,28.5,False,300364.SZ,2025-11-26,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_mid_opponent/2025-11-26.log:6380
