Date,StockCode,File
2025-11-17,688707.SH,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-11-17.log:8875
2025-11-19,Unknown,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-11-19.log:1943
2025-11-19,Unknown,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-11-19.log:5431
2025-12-08,300342.SZ,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-08.log:19642
2025-12-08,300342.SZ,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-08.log:19643
2025-12-08,300342.SZ,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-08.log:19645
2025-12-08,300342.SZ,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-08.log:19646
2025-12-08,300342.SZ,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-08.log:19648
2025-12-08,300342.SZ,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-08.log:19649
2025-12-08,Unknown,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-08.log:19651
2025-12-08,300342.SZ,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-08.log:20548
2025-12-08,300342.SZ,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-08.log:20550
2025-12-08,Unknown,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-08.log:20552
2025-12-11,600105.SH,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-11.log:23664
2025-12-11,600105.SH,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-11.log:23665
2025-12-11,600105.SH,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-11.log:23667
2025-12-11,600105.SH,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-11.log:23668
2025-12-11,600105.SH,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-11.log:23670
2025-12-11,600105.SH,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-11.log:23671
2025-12-11,600105.SH,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-11.log:23673
2025-12-11,600105.SH,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-11.log:23674
2025-12-11,600105.SH,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-11.log:23676
2025-12-11,Unknown,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-11.log:23678
2025-12-12,301205.SZ,/mnt/team/research-share/huangchunyang/etfmm_oe/wangcai_log_v2/passive_own/2025-12-12.log:91
