Exchange,Instrument,Time,Last,BidPrice,AskPrice,BidVolume,AskVolume,Volume
1,000488.SZ,100530000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30700, 49084000000, 0, 0, 0, 0, 0, 0, 0, 0]","[76300, 931100, 294100, 257700, 247400, 410800, 140100, 205400, 121600, 358400]","[3, 7011150, 0, 0, 0, 0, 0, 0, 0, 0]",18038200
1,000488.SZ,100533000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30700, 49241000000, 0, 0, 0, 0, 0, 0, 0, 0]","[83200, 932100, 296200, 257700, 247400, 410400, 140100, 205400, 121600, 358400]","[3, 7010750, 0, 0, 0, 0, 0, 0, 0, 0]",18038800
1,000488.SZ,100536000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30700, 49646000000, 0, 0, 0, 0, 0, 0, 0, 0]","[90300, 931600, 325100, 262700, 247400, 410100, 156100, 205400, 121600, 358400]","[3, 7026450, 0, 0, 0, 0, 0, 0, 0, 0]",18039100
1,000488.SZ,100539000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30700, 49795000000, 0, 0, 0, 0, 0, 0, 0, 0]","[97200, 935600, 325100, 262700, 251400, 402100, 156100, 205400, 121600, 358400]","[3, 7018450, 0, 0, 0, 0, 0, 0, 0, 0]",18039600
1,000488.SZ,100542000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30700, 50104000000, 0, 0, 0, 0, 0, 0, 0, 0]","[109900, 953800, 325100, 262700, 251400, 401200, 156100, 205400, 121600, 358400]","[3, 7017550, 0, 0, 0, 0, 0, 0, 0, 0]",18040500
1,000488.SZ,100545000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30700, 49990000000, 0, 0, 0, 0, 0, 0, 0, 0]","[108100, 969900, 325100, 237000, 251400, 430700, 156100, 205400, 121600, 358400]","[3, 7047050, 0, 0, 0, 0, 0, 0, 0, 0]",18045700
1,000488.SZ,100548000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30700, 50115000000, 0, 0, 0, 0, 0, 0, 0, 0]","[123300, 966900, 325400, 237000, 251400, 430700, 145600, 205400, 121600, 358400]","[3, 7036550, 0, 0, 0, 0, 0, 0, 0, 0]",18045700
1,000488.SZ,100551000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30700, 50192000000, 0, 0, 0, 0, 0, 0, 0, 0]","[130200, 972500, 325400, 237000, 253400, 430400, 159100, 205400, 121600, 358400]","[3, 7049750, 0, 0, 0, 0, 0, 0, 0, 0]",18046500
1,000488.SZ,100554000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30700, 50904000000, 0, 0, 0, 0, 0, 0, 0, 0]","[190900, 973000, 335400, 237000, 253400, 401700, 172000, 205400, 121600, 358400]","[3, 7030750, 0, 0, 0, 0, 0, 0, 0, 0]",18075200
1,000488.SZ,100557000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30700, 51311000000, 0, 0, 0, 0, 0, 0, 0, 0]","[223500, 973300, 335400, 238200, 253400, 401700, 172000, 205400, 121600, 358400]","[3, 7030750, 0, 0, 0, 0, 0, 0, 0, 0]",18075200
1,000488.SZ,100600000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30700, 51593000000, 0, 0, 0, 0, 0, 0, 0, 0]","[249400, 974900, 335600, 238200, 253400, 401700, 172000, 208600, 121600, 358400]","[3, 7033950, 0, 0, 0, 0, 0, 0, 0, 0]",18075800
1,000488.SZ,100603000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30700, 51511000000, 0, 0, 0, 0, 0, 0, 0, 0]","[244700, 973900, 333100, 238200, 253400, 387700, 172000, 208600, 121600, 358400]","[3, 7021950, 0, 0, 0, 0, 0, 0, 0, 0]",18105800
1,000488.SZ,100606000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30700, 51741000000, 0, 0, 0, 0, 0, 0, 0, 0]","[265200, 973300, 333100, 241300, 253400, 387700, 182000, 204600, 124500, 360400]","[3, 7027850, 0, 0, 0, 0, 0, 0, 0, 0]",18106800
1,000488.SZ,100609000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30700, 51775000000, 0, 0, 0, 0, 0, 0, 0, 0]","[266400, 975300, 333100, 241300, 253400, 388800, 182000, 204600, 124500, 360400]","[3, 7028950, 0, 0, 0, 0, 0, 0, 0, 0]",18107800
1,000488.SZ,100612000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30700, 51958000000, 0, 0, 0, 0, 0, 0, 0, 0]","[270100, 979200, 343100, 241300, 253400, 386100, 172000, 204600, 124500, 360400]","[3, 7016250, 0, 0, 0, 0, 0, 0, 0, 0]",18111100
1,000488.SZ,100615000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30700, 51688000000, 0, 0, 0, 0, 0, 0, 0, 0]","[283700, 939700, 343100, 241300, 251400, 386100, 185500, 204600, 124500, 360400]","[3, 7029750, 0, 0, 0, 0, 0, 0, 0, 0]",18111900
1,000488.SZ,100618000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30700, 52045000000, 0, 0, 0, 0, 0, 0, 0, 0]","[319500, 939600, 343100, 241300, 251400, 386100, 185500, 204600, 124500, 360400]","[3, 7031350, 0, 0, 0, 0, 0, 0, 0, 0]",18114100
1,000488.SZ,100621000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 52327000000, 0, 0, 0, 0, 0, 0, 0, 0]","[327600, 959700, 343100, 241300, 251400, 385100, 185500, 204600, 124500, 360400]","[3, 7015550, 0, 0, 0, 0, 0, 0, 0, 0]",18120100
1,000488.SZ,100624000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 52353000000, 0, 0, 0, 0, 0, 0, 0, 0]","[329200, 959700, 343100, 241300, 251400, 384700, 185500, 204600, 124500, 360400]","[3, 7015150, 0, 0, 0, 0, 0, 0, 0, 0]",18121000
1,000488.SZ,100627000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 52630000000, 0, 0, 0, 0, 0, 0, 0, 0]","[358800, 959100, 342200, 241300, 251400, 382200, 186000, 204600, 124500, 360400]","[3, 7013150, 0, 0, 0, 0, 0, 0, 0, 0]",18121300
1,000488.SZ,100630000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 52648000000, 0, 0, 0, 0, 0, 0, 0, 0]","[361200, 958700, 342000, 241300, 251400, 376900, 186000, 204600, 124500, 360400]","[3, 7006850, 0, 0, 0, 0, 0, 0, 0, 0]",18130000
1,000488.SZ,100633000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 52723000000, 0, 0, 0, 0, 0, 0, 0, 0]","[379600, 947400, 342000, 241300, 251400, 385200, 186000, 204600, 124500, 360400]","[3, 7015850, 0, 0, 0, 0, 0, 0, 0, 0]",18130600
1,000488.SZ,100636000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 52714000000, 0, 0, 0, 0, 0, 0, 0, 0]","[379100, 947000, 342000, 241300, 251400, 391200, 186000, 204600, 124500, 370400]","[3, 7031850, 0, 0, 0, 0, 0, 0, 0, 0]",18135400
1,000488.SZ,100639000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 53427000000, 0, 0, 0, 0, 0, 0, 0, 0]","[449800, 947500, 342100, 241300, 251400, 393100, 186000, 204600, 124500, 370400]","[3, 7036750, 0, 0, 0, 0, 0, 0, 0, 0]",18135800
1,000488.SZ,100642000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 54199000000, 0, 0, 0, 0, 0, 0, 0, 0]","[525100, 949400, 342100, 241300, 251400, 381600, 186000, 204600, 136500, 370400]","[3, 7037250, 0, 0, 0, 0, 0, 0, 0, 0]",18147700
1,000488.SZ,100645000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 54583000000, 0, 0, 0, 0, 0, 0, 0, 0]","[562900, 950000, 342100, 241300, 251400, 363900, 186000, 204600, 136500, 370400]","[3, 7019550, 0, 0, 0, 0, 0, 0, 0, 0]",18150200
1,000488.SZ,100648000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 54790000000, 0, 0, 0, 0, 0, 0, 0, 0]","[583400, 950000, 342300, 241300, 251400, 357800, 186000, 204600, 136500, 370400]","[3, 7013450, 0, 0, 0, 0, 0, 0, 0, 0]",18156500
1,000488.SZ,100651000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 54900000000, 0, 0, 0, 0, 0, 0, 0, 0]","[581800, 956000, 342300, 241300, 251400, 346800, 186000, 204600, 136500, 370400]","[3, 7002450, 0, 0, 0, 0, 0, 0, 0, 0]",18179000
1,000488.SZ,100654000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 54715000000, 0, 0, 0, 0, 0, 0, 0, 0]","[557300, 956000, 342300, 243300, 254400, 346500, 186000, 204600, 136500, 370400]","[3, 7002150, 0, 0, 0, 0, 0, 0, 0, 0]",18180100
1,000488.SZ,100657000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 54874000000, 0, 0, 0, 0, 0, 0, 0, 0]","[571600, 950800, 342300, 253300, 254400, 347900, 186000, 201600, 136500, 370400]","[3, 7000550, 0, 0, 0, 0, 0, 0, 0, 0]",18180100
1,000488.SZ,100700000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 55522000000, 0, 0, 0, 0, 0, 0, 0, 0]","[613000, 954200, 342300, 253300, 254400, 346200, 186000, 201600, 136500, 370400]","[3, 6998850, 0, 0, 0, 0, 0, 0, 0, 0]",18180900
1,000488.SZ,100703000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 56649000000, 0, 0, 0, 0, 0, 0, 0, 0]","[621600, 958700, 359800, 253300, 254400, 333300, 186000, 201600, 136500, 370400]","[3, 6985950, 0, 0, 0, 0, 0, 0, 0, 0]",18196300
1,000488.SZ,100706000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 56691000000, 0, 0, 0, 0, 0, 0, 0, 0]","[655300, 928600, 359800, 253300, 254400, 303500, 186000, 201600, 136500, 370400]","[3, 6956150, 0, 0, 0, 0, 0, 0, 0, 0]",18221900
1,000488.SZ,100709000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 56791000000, 0, 0, 0, 0, 0, 0, 0, 0]","[665300, 928600, 359800, 253300, 254400, 301100, 186000, 203200, 136500, 370400]","[3, 6955350, 0, 0, 0, 0, 0, 0, 0, 0]",18223900
1,000488.SZ,100712000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 56806000000, 0, 0, 0, 0, 0, 0, 0, 0]","[661800, 928600, 359800, 253300, 254400, 294500, 195800, 203200, 136500, 370400]","[3, 6958550, 0, 0, 0, 0, 0, 0, 0, 0]",18229000
1,000488.SZ,100715000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 56507000000, 0, 0, 0, 0, 0, 0, 0, 0]","[630900, 929600, 359800, 253300, 254400, 284400, 195800, 203200, 136500, 370400]","[3, 6953450, 0, 0, 0, 0, 0, 0, 0, 0]",18255000
1,000488.SZ,100718000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 56637000000, 0, 0, 0, 0, 0, 0, 0, 0]","[643900, 929600, 359800, 253300, 254400, 335800, 195800, 203200, 136500, 370400]","[3, 7013850, 0, 0, 0, 0, 0, 0, 0, 0]",18255100
1,000488.SZ,100721000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 56698000000, 0, 0, 0, 0, 0, 0, 0, 0]","[649100, 930900, 359800, 253300, 254400, 335600, 195800, 203200, 136500, 370400]","[3, 7013650, 0, 0, 0, 0, 0, 0, 0, 0]",18255300
1,000488.SZ,100724000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 56733000000, 0, 0, 0, 0, 0, 0, 0, 0]","[650900, 930600, 359800, 253300, 254400, 294600, 195800, 203200, 136500, 370400]","[3, 6977650, 0, 0, 0, 0, 0, 0, 0, 0]",18297500
1,000488.SZ,100727000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 56770000000, 0, 0, 0, 0, 0, 0, 0, 0]","[651000, 932600, 359800, 253300, 254400, 297700, 195800, 203200, 136500, 370400]","[3, 6985750, 0, 0, 0, 0, 0, 0, 0, 0]",18299500
1,000488.SZ,100730000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 56654000000, 0, 0, 0, 0, 0, 0, 0, 0]","[641800, 930200, 359800, 253300, 254400, 297700, 195800, 203200, 136500, 370400]","[3, 6985750, 0, 0, 0, 0, 0, 0, 0, 0]",18311900
1,000488.SZ,100733000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 56859000000, 0, 0, 0, 0, 0, 0, 0, 0]","[647500, 941000, 361800, 255300, 254400, 285000, 195800, 203200, 136500, 370400]","[3, 6973050, 0, 0, 0, 0, 0, 0, 0, 0]",18325800
1,000488.SZ,100736000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 57054000000, 0, 0, 0, 0, 0, 0, 0, 0]","[630500, 942000, 361800, 255300, 254400, 291000, 195800, 203200, 149900, 370400]","[3, 6994750, 0, 0, 0, 0, 0, 0, 0, 0]",18346200
1,000488.SZ,100739000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 57390000000, 0, 0, 0, 0, 0, 0, 0, 0]","[661200, 941600, 364600, 255300, 254400, 227600, 199300, 203200, 148400, 370400]","[3, 6938350, 0, 0, 0, 0, 0, 0, 0, 0]",18412000
1,000488.SZ,100742000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 57574000000, 0, 0, 0, 0, 0, 0, 0, 0]","[665600, 951600, 364600, 255300, 258400, 227600, 217700, 203200, 148400, 370400]","[3, 6956750, 0, 0, 0, 0, 0, 0, 0, 0]",18412000
1,000488.SZ,100745000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 57696000000, 0, 0, 0, 0, 0, 0, 0, 0]","[673000, 952800, 364600, 255300, 259400, 226000, 217700, 203200, 145500, 370400]","[3, 6952250, 0, 0, 0, 0, 0, 0, 0, 0]",18414100
1,000488.SZ,100748000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 57667000000, 0, 0, 0, 0, 0, 0, 0, 0]","[670100, 952800, 364600, 255300, 259400, 240200, 217700, 203200, 145500, 370400]","[3, 6966450, 0, 0, 0, 0, 0, 0, 0, 0]",18414600
1,000488.SZ,100751000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 57722000000, 0, 0, 0, 0, 0, 0, 0, 0]","[672600, 952800, 364600, 255300, 259400, 236900, 217700, 203200, 145500, 370400]","[3, 6963150, 0, 0, 0, 0, 0, 0, 0, 0]",18425200
1,000488.SZ,100754000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 57722000000, 0, 0, 0, 0, 0, 0, 0, 0]","[672300, 952800, 364900, 255300, 259400, 236900, 217700, 203200, 145500, 370400]","[3, 6959150, 0, 0, 0, 0, 0, 0, 0, 0]",18425500
1,000488.SZ,100757000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 57483000000, 0, 0, 0, 0, 0, 0, 0, 0]","[672800, 947900, 365400, 255300, 259400, 236900, 217700, 203200, 145500, 370400]","[3, 6954150, 0, 0, 0, 0, 0, 0, 0, 0]",18425800
1,000488.SZ,100800000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 57769000000, 0, 0, 0, 0, 0, 0, 0, 0]","[697700, 951600, 365400, 255300, 259400, 236900, 217700, 203200, 145500, 370400]","[3, 6954150, 0, 0, 0, 0, 0, 0, 0, 0]",18426300
1,000488.SZ,100803000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 58040000000, 0, 0, 0, 0, 0, 0, 0, 0]","[723700, 951600, 365500, 255300, 259400, 236600, 217700, 203200, 145500, 350400]","[3, 6933850, 0, 0, 0, 0, 0, 0, 0, 0]",18428500
1,000488.SZ,100806000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 58117000000, 0, 0, 0, 0, 0, 0, 0, 0]","[719400, 951600, 365500, 257300, 259400, 227600, 217700, 203200, 145500, 350400]","[3, 6925750, 0, 0, 0, 0, 0, 0, 0, 0]",18431800
1,000488.SZ,100809000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 58432000000, 0, 0, 0, 0, 0, 0, 0, 0]","[742800, 959200, 365500, 257300, 259400, 201800, 217700, 203200, 150500, 350400]","[3, 6898850, 0, 0, 0, 0, 0, 0, 0, 0]",18456900
1,000488.SZ,100812000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 58533000000, 0, 0, 0, 0, 0, 0, 0, 0]","[751900, 959200, 365500, 257800, 259400, 195300, 217700, 203200, 150500, 350400]","[3, 6891450, 0, 0, 0, 0, 0, 0, 0, 0]",18469400
1,000488.SZ,100815000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 58546000000, 0, 0, 0, 0, 0, 0, 0, 0]","[753200, 959200, 365500, 257800, 259400, 198000, 217900, 201900, 150500, 350400]","[3, 6893050, 0, 0, 0, 0, 0, 0, 0, 0]",18470800
1,000488.SZ,100818000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 58562000000, 0, 0, 0, 0, 0, 0, 0, 0]","[752900, 959200, 365500, 257800, 261300, 199500, 229700, 201900, 150500, 350400]","[3, 6907550, 0, 0, 0, 0, 0, 0, 0, 0]",18483800
1,000488.SZ,100821000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 58675000000, 0, 0, 0, 0, 0, 0, 0, 0]","[754200, 969200, 365500, 257800, 261300, 197300, 229700, 201900, 150500, 350400]","[3, 6905350, 0, 0, 0, 0, 0, 0, 0, 0]",18494900
1,000488.SZ,100824000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 58685000000, 0, 0, 0, 0, 0, 0, 0, 0]","[750100, 969200, 370600, 257800, 261300, 133200, 229700, 201900, 150500, 350400]","[3, 6841250, 0, 0, 0, 0, 0, 0, 0, 0]",18520500
1,000488.SZ,100827000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 58987000000, 0, 0, 0, 0, 0, 0, 0, 0]","[781800, 967700, 370600, 257800, 261300, 114300, 235700, 201900, 150500, 350400]","[3, 6828350, 0, 0, 0, 0, 0, 0, 0, 0]",18540100
1,000488.SZ,100830000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 59339000000, 0, 0, 0, 0, 0, 0, 0, 0]","[811000, 973700, 370600, 257800, 261300, 116900, 235700, 201900, 150500, 350400]","[3, 6830950, 0, 0, 0, 0, 0, 0, 0, 0]",18541500
1,000488.SZ,100833000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 59282000000, 0, 0, 0, 0, 0, 0, 0, 0]","[807100, 973700, 359900, 258000, 261300, 116900, 224900, 201900, 150500, 350400]","[3, 6820150, 0, 0, 0, 0, 0, 0, 0, 0]",18563800
1,000488.SZ,100836000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 59303000000, 0, 0, 0, 0, 0, 0, 0, 0]","[809200, 973700, 359900, 258000, 261300, 181900, 224900, 201900, 150500, 350400]","[3, 6885150, 0, 0, 0, 0, 0, 0, 0, 0]",18568800
1,000488.SZ,100839000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 59445000000, 0, 0, 0, 0, 0, 0, 0, 0]","[816700, 978700, 359900, 258000, 261300, 184800, 224900, 201900, 150500, 350400]","[3, 6888050, 0, 0, 0, 0, 0, 0, 0, 0]",18574600
1,000488.SZ,100842000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 59692000000, 0, 0, 0, 0, 0, 0, 0, 0]","[828200, 991900, 359900, 258000, 261300, 184000, 224900, 201900, 150500, 350400]","[3, 6887250, 0, 0, 0, 0, 0, 0, 0, 0]",18575400
1,000488.SZ,100845000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 59912000000, 0, 0, 0, 0, 0, 0, 0, 0]","[845500, 992900, 359900, 258000, 261300, 184000, 224900, 201900, 150500, 350400]","[3, 6925250, 0, 0, 0, 0, 0, 0, 0, 0]",18575400
1,000488.SZ,100848000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 59947000000, 0, 0, 0, 0, 0, 0, 0, 0]","[846000, 992900, 359900, 258000, 261300, 183800, 224900, 201900, 157100, 350400]","[3, 6931650, 0, 0, 0, 0, 0, 0, 0, 0]",18575600
1,000488.SZ,100851000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 60104000000, 0, 0, 0, 0, 0, 0, 0, 0]","[861100, 993500, 359900, 258000, 261300, 183800, 224900, 201900, 157100, 350400]","[3, 6931650, 0, 0, 0, 0, 0, 0, 0, 0]",18575600
1,000488.SZ,100854000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 60061000000, 0, 0, 0, 0, 0, 0, 0, 0]","[861100, 993500, 359600, 258000, 261300, 182900, 224900, 201900, 157100, 350400]","[3, 6933850, 0, 0, 0, 0, 0, 0, 0, 0]",18575600
1,000488.SZ,100857000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 60261000000, 0, 0, 0, 0, 0, 0, 0, 0]","[866100, 1003500, 359600, 258000, 261300, 173800, 229200, 201900, 157100, 350400]","[3, 6912450, 0, 0, 0, 0, 0, 0, 0, 0]",18585700
1,000488.SZ,100900000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 60267000000, 0, 0, 0, 0, 0, 0, 0, 0]","[866100, 1003600, 360100, 258000, 261300, 164100, 229200, 201900, 157100, 350400]","[3, 6922350, 0, 0, 0, 0, 0, 0, 0, 0]",18595700
1,000488.SZ,100903000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 60396000000, 0, 0, 0, 0, 0, 0, 0, 0]","[867100, 1005500, 360100, 258000, 261300, 164100, 229900, 201900, 157100, 370400]","[3, 6940450, 0, 0, 0, 0, 0, 0, 0, 0]",18595700
1,000488.SZ,100906000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 60304000000, 0, 0, 0, 0, 0, 0, 0, 0]","[867900, 1005500, 350100, 258000, 261300, 140700, 229900, 201900, 157100, 370400]","[3, 6913050, 0, 0, 0, 0, 0, 0, 0, 0]",18632100
1,000488.SZ,100909000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 60296000000, 0, 0, 0, 0, 0, 0, 0, 0]","[868100, 1004500, 350100, 258000, 261300, 135800, 229900, 201900, 157100, 370400]","[3, 6905150, 0, 0, 0, 0, 0, 0, 0, 0]",18634400
1,000488.SZ,100912000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 60456000000, 0, 0, 0, 0, 0, 0, 0, 0]","[876400, 1006500, 350100, 258700, 261300, 134500, 229900, 201900, 157100, 370400]","[3, 6903850, 0, 0, 0, 0, 0, 0, 0, 0]",18637400
1,000488.SZ,100915000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 60303000000, 0, 0, 0, 0, 0, 0, 0, 0]","[859400, 1006500, 350100, 259200, 261300, 125200, 229900, 201900, 157100, 370400]","[3, 6893550, 0, 0, 0, 0, 0, 0, 0, 0]",18652400
1,000488.SZ,100918000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 60477000000, 0, 0, 0, 0, 0, 0, 0, 0]","[860100, 1007900, 350100, 259200, 261300, 123200, 229900, 201900, 157100, 370400]","[3, 6889550, 0, 0, 0, 0, 0, 0, 0, 0]",18654500
1,000488.SZ,100921000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 60516000000, 0, 0, 0, 0, 0, 0, 0, 0]","[861400, 1007900, 350100, 261800, 261300, 131300, 229900, 201900, 157100, 370400]","[3, 6895650, 0, 0, 0, 0, 0, 0, 0, 0]",18654500
1,000488.SZ,100924000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 60832000000, 0, 0, 0, 0, 0, 0, 0, 0]","[895700, 1005200, 350100, 261800, 261300, 138300, 229900, 201900, 157100, 370400]","[3, 6904650, 0, 0, 0, 0, 0, 0, 0, 0]",18654500
1,000488.SZ,100927000,31600,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 60902000000, 0, 0, 0, 0, 0, 0, 0, 0]","[904700, 1013200, 350100, 261800, 261300, 139100, 229900, 201900, 158800, 370400]","[3, 6908150, 0, 0, 0, 0, 0, 0, 0, 0]",18654500
1,000488.SZ,100930000,31700,"[31600, 31500, 31400, 31300, 31200, 31700, 31800, 31900, 32000, 32100]","[30800, 60902000000, 0, 0, 0, 0, 0, 0, 0, 0]","[904700, 1013200, 350100, 261800, 261300, 138900, 229900, 201900, 160800, 371600]","[3, 6917450, 0, 0, 0, 0, 0, 0, 0, 0]",18654900
